rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence,num_genes_associated_with_rxn
ACACt2m,Acetoacetate mitochondrial transport via H+ symport,"Transport, mitochondrial",171,,SLC16A1,"1.00 * proton [c] + 1.00 * acetoacetate [c] --> 1.00 * proton [m] + 1.00 * acetoacetate [m]
SLC16A1",4.0,1
ACCOAC,acetyl-CoA carboxylase,Fatty acid oxidation,183,,ACACA; ACACB,"1.00 * ATP [c] + 1.00 * Bicarbonate [c] + 1.00 * Acetyl-CoA [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Malonyl-CoA [c]
ACACA; ACACB",4.0,2
ACCOACm,"Acetyl-Coa carboxylase, beta isoform",Fatty acid oxidation,184,6.4.1.2,ACACB,"1.00 * Acetyl-CoA [m] + 1.00 * ATP [m] + 1.00 * Bicarbonate [m] --> 1.00 * proton [m] + 1.00 * ADP [m] + 1.00 * Malonyl-CoA [m] + 1.00 * hydrogenphosphate [m]
ACACB",4.0,1
ACCOAL,acetate-CoA ligase (ADP-forming),Propanoate metabolism,186,6.2.1.13,ACSS2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Propanoyl-CoA [c]
ACSS2",4.0,1
ACCOALm,acetate-CoA ligase (AMP-forming),Propanoate metabolism,187,6.2.1.17,ACSS1; ACSS3,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * propionate [m] --> 1.00 * Propanoyl-CoA [m] + 1.00 * AMP [m] + 1.00 * Diphosphate [m]
ACSS1; ACSS3",2.0,2
ACETONEt2,acetone transport via proton symport,"Transport, extracellular",190,,SLC16A1; SLC16A3; SLC16A7,"1.00 * proton [e] + 1.00 * acetone [e] --> 1.00 * proton [c] + 1.00 * acetone [c]
SLC16A1; SLC16A3; SLC16A7",4.0,3
ACETONEt2m,acetone mitochondrial transport via proton symport,"Transport, mitochondrial",191,,SLC16A1,"1.00 * proton [c] + 1.00 * acetone [c] --> 1.00 * proton [m] + 1.00 * acetone [m]
SLC16A1",0.0,1
ACGAM2E,N-acetylglucosamine 2-epimerase,Aminosugar metabolism,202,5.1.3.8,RENBP,"1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * N-acetyl-D-mannosamine [c]
RENBP",4.0,1
ACGAM6PSi,N-acetylglucosamine-6-phosphate synthase,Aminosugar metabolism,203,2.3.1.4,GNPNAT1,"1.00 * Acetyl-CoA [c] + 1.00 * D-Glucosamine 6-phosphate [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c]
GNPNAT1",2.0,1
ACGAMK,N-acetylglucosamine kinase,Aminosugar metabolism,204,2.7.1.59,NAGK,"1.00 * ATP [c] + 1.00 * N-acetyl-D-glucosamine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c]
NAGK",4.0,1
ACGAMPM,phosphoacetylglucosamine mutase,Aminosugar metabolism,205,5.4.2.3,PGM3,"1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c] --> 1.00 * N-Acetyl-D-glucosamine 1-phosphate [c]
PGM3",4.0,1
ACGPID,N-acetylglucosaminylphosphatidylinositol deacetylase,Phosphatidylinositol phosphate metabolism,209,3.5.1.89,PIGL,"1.00 * Water [c] + 1.00 * 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol(1-) [c] --> 1.00 * acetate [c] + 1.00 * 6-(alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol [c]
PIGL",4.0,1
ACGSm,"N-acteylglutamate synthase, mitochondrial",Urea cycle,210,2.3.1.1,NAGS,"1.00 * L-glutamate(1-) [m] + 1.00 * Acetyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * N-acetyl-L-glutamate(2-) [m]
NAGS",4.0,1
ACHEe,Acetylcholinesterase,Glycerophospholipid metabolism,211,3.1.1.7,ACHE,"1.00 * Water [e] + 1.00 * acetylcholine [e] --> 1.00 * proton [e] + 1.00 * acetate [e] + 1.00 * Choline [e]
ACHE",4.0,1
ACHVESSEC,Acetylcholine secretion via secretory vesicle (ATP driven),"Transport, extracellular",213,,SLC18A3,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * acetylcholine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * acetylcholine [e]
SLC18A3",4.0,1
ACITL,ATP-Citrate lyase,Citric acid cycle,214,2.3.3.8,ACLY,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * Citrate [c] --> 1.00 * ADP [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Acetyl-CoA [c] + 1.00 * Oxaloacetate [c]
ACLY",4.0,1
ACNAM9PL,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),Aminosugar metabolism,223,2.5.1.56,NANS,"1.00 * Water [c] + 1.00 * N-acetyl-D-mannosamine 6-phosphate(2-) [c] + 1.00 * Phosphoenolpyruvate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * N-Acetylneuraminate 9-phosphate [c]
NANS",4.0,1
ACNAM9PL2,N-Acetylneuraminate 9-phosphate pyruvate-lyase (pyruvate-phosphorylating),Aminosugar metabolism,224,2.5.1.56,NANS,"1.00 * Water [c] + 1.00 * Phosphoenolpyruvate [c] + 1.00 * D-Mannose 6-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * 2-keto-3-deoxy-D-glycero-D-galactononic acid 9-phosphate [c]
NANS",4.0,1
ACNAMPH,N-Acetylneuraminate 9-phosphate phosphohydrolase,Aminosugar metabolism,226,3.1.3.29,ACP5; ACP6; NANP,"1.00 * Water [c] + 1.00 * N-Acetylneuraminate 9-phosphate [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * N-acetylneuraminate [c]
ACP5; ACP6; NANP",2.0,3
ACOAD10m,"acyl-CoA dehydrogenase (2-methylbutanoyl-CoA), mitochondrial","Valine, leucine, and isoleucine metabolism",231,1.3.99.12,ACADM; ACADSB,"1.00 * 2-methylbutanoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide oxidized [m] --> 1.00 * 2-methylcrotonoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACADM; ACADSB",4.0,2
ACOAD1fm,"acyl-CoA dehydrogenase (butanoyl-CoA), mitochondrial",Butanoate metabolism,232,1.3.99.2,ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Butanoyl-CoA [m] --> 1.00 * crotonoyl-CoA(4-) [m] + 1.00 * Flavin adenine dinucleotide reduced [m]
ACAD11; ACAD12; ACAD8; ACAD9; ACADM; ACADS; ACADSB",4.0,7
ACOAD8m,"acyl-CoA dehydrogenase (isovaleryl-CoA), mitochondrial","Valine, leucine, and isoleucine metabolism",233,1.3.99.10,IVD,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * Isovaleryl-CoA [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 3-methylbut-2-enoyl-CoA(4-) [m]
IVD",4.0,1
ACOAD9m,"acyl-CoA dehydrogenase (isobutyryl-CoA), mitochondrial","Valine, leucine, and isoleucine metabolism",234,1.3.99.12,ACAD8; ACADM,"1.00 * Flavin adenine dinucleotide oxidized [m] + 1.00 * isobutyryl-CoA(4-) [m] --> 1.00 * Flavin adenine dinucleotide reduced [m] + 1.00 * 2-Methylprop-2-enoyl-CoA [m]
ACAD8; ACADM",4.0,2
ACOAHi,acetyl-CoA hydrolase,Pyruvate metabolism,235,3.1.2.1,ACOT12,"1.00 * Water [c] + 1.00 * Acetyl-CoA [c] --> 1.00 * proton [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c]
ACOT12",0.0,1
ACOATA,Acetyl-CoA ACP transacylase,Fatty acid oxidation,237,2.3.1.38,FASN,"1.00 * Acetyl-CoA [c] + 1.00 * acyl carrier protein [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetyl-ACP [c]
FASN",4.0,1
ACODA,acetylornithine deacetylase,Urea cycle,238,3.5.1.16,ACY1,"1.00 * Water [c] + 1.00 * N(2)-acetyl-L-ornithine [c] --> 1.00 * acetate [c] + 1.00 * Ornithine [c]
ACY1",1.0,1
ACONT,aconitase,Citric acid cycle,239,4.2.1.3,ACO1; IREB2,"1.00 * Citrate [c] --> 1.00 * Isocitrate [c]
ACO1; IREB2",0.0,2
ACONTm,Aconitate hydratase,Citric acid cycle,240,4.2.1.3,ACO1; ACO2,"1.00 * Citrate [m] --> 1.00 * Isocitrate [m]
ACO1; ACO2",0.0,2
ACP1_FMN_,acid phosphatase (FMN),Vitamin B2 metabolism,243,3.1.3.2,ACP1; ACP5; ACP6; ACPP,"1.00 * Water [c] + 1.00 * FMN [c] --> 1.00 * hydrogenphosphate [c] + 1.00 * Riboflavin [c]
ACP1; ACP5; ACP6; ACPP",2.0,4
ACRNtm,O-acetylcarnintine transport into mitochondria via diffusion,"Transport, mitochondrial",244,,SLC25A20,"1.00 * O-acetylcarnitine [c] --> 1.00 * O-acetylcarnitine [m]
SLC25A20",4.0,1
ACS,acetyl-CoA synthetase,Glycolysis/gluconeogenesis,245,6.2.1.1,AACS; ACSS2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Acetyl-CoA [c]
AACS; ACSS2",4.0,2
ACS2,acetyl-CoA synthase (propionate),Propanoate metabolism,246,6.2.1.16,AACS; ACSS2,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * propionate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c] + 1.00 * Propanoyl-CoA [c]
AACS; ACSS2",4.0,2
ACSm,acetyl-CoA synthetase,Glycolysis/gluconeogenesis,247,6.2.1.1,ACSS1,"1.00 * Coenzyme A [m] + 1.00 * ATP [m] + 1.00 * acetate [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * AMP [m] + 1.00 * Diphosphate [m]
ACSS1",2.0,1
ACSOMT,S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase,Tryptophan metabolism,248,2.1.1.4,ASMT,"1.00 * S-Adenosyl-L-methionine [c] + 1.00 * 5-Hydroxyindoleacetate [c] --> 1.00 * proton [c] + 1.00 * S-Adenosyl-L-homocysteine [c] + 1.00 * 5-Methoxyindoleacetate [c]
ASMT",1.0,1
ACSRTNMT,S-Adenosyl-L-homocysteine:N-acetylserotonin O-methyltransferase,Tryptophan metabolism,249,2.1.1.4,ASMT,"1.00 * S-Adenosyl-L-methionine [c] + 1.00 * N-acetylserotonin [c] --> 1.00 * proton [c] + 1.00 * S-Adenosyl-L-homocysteine [c] + 1.00 * melatonin [c]
ASMT",4.0,1
ACTLMO,acetol monooxygenase,Pyruvate metabolism,253,,CYP2E1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * hydroxyacetone [c] --> 2.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * methylglyoxal [c]
CYP2E1",4.0,1
ACTNMO,acetone monooxygenase,Pyruvate metabolism,254,,CYP2E1,"1.00 * O2 [c] + 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * acetone [c] --> 1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * hydroxyacetone [c]
CYP2E1",4.0,1
ACYP,acylphosphatase,Glycolysis/gluconeogenesis,255,3.6.1.7,ACYP1; ACYP2; RWDD2A,"1.00 * Water [c] + 1.00 * 3-Phospho-D-glyceroyl phosphate [c] --> 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3-Phospho-D-glycerate [c]
ACYP1; ACYP2; RWDD2A",2.0,3
ADA,Adenosine deaminase,Purine catabolism,256,3.5.4.4,ADA,"1.00 * Water [c] + 1.00 * proton [c] + 1.00 * Adenosine [c] --> 1.00 * Ammonium [c] + 1.00 * Inosine [c]
ADA",4.0,1
ADAe,"Adenosine deaminase, extracellular",Purine catabolism,257,3.5.4.4,ADA,"1.00 * proton [e] + 1.00 * Water [e] + 1.00 * Adenosine [e] --> 1.00 * Inosine [e] + 1.00 * Ammonium [e]
ADA",4.0,1
ADEt,"adenine reversible transport, cytosol","Transport, extracellular",259,,SLC29A2,"1.00 * Adenine [e] --> 1.00 * Adenine [c]
SLC29A2",4.0,1
ADK1,adenylate kinase,Nucleotide interconversion,262,,AK1; AK2; AK5; AK7,"1.00 * ATP [c] + 1.00 * AMP [c] --> 2.00 * ADP [c]
AK1; AK2; AK5; AK7",4.0,4
ADK1m,"adenylate kinase, mitochondrial",Nucleotide interconversion,263,2.7.4.3,AK2; AK4,"1.00 * ATP [m] + 1.00 * AMP [m] --> 2.00 * ADP [m]
AK2; AK4",4.0,2
ADK3,adentylate kinase (GTP),Nucleotide interconversion,264,,AK5,"1.00 * AMP [c] + 1.00 * GTP [c] --> 1.00 * ADP [c] + 1.00 * GDP [c]
AK5",4.0,1
ADK3m,adentylate kinase (GTP),Nucleotide interconversion,265,,AK3,"1.00 * AMP [m] + 1.00 * GTP [m] --> 1.00 * ADP [m] + 1.00 * GDP [m]
AK3",4.0,1
ADKd,adenylate kinase (d form),Nucleotide interconversion,266,2.7.4.3,AK5,"1.00 * dAMP(2-) [c] + 1.00 * dATP [c] --> 2.00 * dADP [c]
AK5",4.0,1
ADMDC,adenosylmethionine decarboxylase,Arginine and Proline Metabolism,267,4.1.1.50,AMD1,"1.00 * proton [c] + 1.00 * S-Adenosyl-L-methionine [c] --> 1.00 * carbon dioxide [c] + 1.00 * S-Adenosylmethioninamine [c]
AMD1",4.0,1
ADNCYC,adenylate cyclase,Nucleotide interconversion,268,4.6.1.1,ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9,"1.00 * ATP [c] --> 1.00 * Diphosphate [c] + 1.00 * 3',5'-cyclic AMP(1-) [c]
ADCY1; ADCY10; ADCY2; ADCY3; ADCY4; ADCY5; ADCY6; ADCY7; ADCY8; ADCY9",4.0,10
ADNK1,adenosine kinase,Nucleotide interconversion,269,,ADK,"1.00 * ATP [c] + 1.00 * Adenosine [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * AMP [c]
ADK",4.0,1
ADNt,adenosine facilated transport in cytosol,"Transport, extracellular",271,,SLC29A1; SLC29A2,"1.00 * Adenosine [e] --> 1.00 * Adenosine [c]
SLC29A1; SLC29A2",4.0,2
ADNt4,adenosine transport (Na/Adn cotransport),"Transport, extracellular",272,,SLC28A1; SLC28A2; SLC28A3,"1.00 * Sodium [e] + 1.00 * Adenosine [e] --> 1.00 * Sodium [c] + 1.00 * Adenosine [c]
SLC28A1; SLC28A2; SLC28A3",4.0,3
ADNtm,adenosine facilated transport in mitochondria,"Transport, mitochondrial",274,,SLC29A1,"1.00 * Adenosine [c] --> 1.00 * Adenosine [m]
SLC29A1",4.0,1
ADPGLC,ADPglucose diphosphatase,Nucleotide interconversion,275,3.6.1.21,NUDT5,"1.00 * Water [c] + 1.00 * ADP alpha-D-glucoside(2-) [c] --> 2.00 * proton [c] + 1.00 * AMP [c] + 1.00 * D-Glucose 1-phosphate [c]
NUDT5",4.0,1
ADPMAN,ADPmannose diphosphatase,Nucleotide interconversion,276,3.6.1.21,NUDT5,"1.00 * Water [c] + 1.00 * ADPmannose [c] --> 2.00 * proton [c] + 1.00 * AMP [c] + 1.00 * D-Mannose 1-phosphate [c]
NUDT5",4.0,1
ADPRDP,ADPribose diphosphatase,Nucleotide interconversion,277,3.6.1.13,NUDT5,"1.00 * Water [c] + 1.00 * ADPribose [c] --> 2.00 * proton [c] + 1.00 * AMP [c] + 1.00 * alpha-D-Ribose 5-phosphate [c]
NUDT5",4.0,1
ADPRDPm,ADPribose diphosphatase (mitochondrial),Nucleotide interconversion,278,3.6.1.13,NUDT9,"1.00 * Water [m] + 1.00 * ADPribose [m] --> 2.00 * proton [m] + 1.00 * AMP [m] + 1.00 * alpha-D-Ribose 5-phosphate [m]
NUDT9",4.0,1
ADPRIBt,ADPribose transport,"Transport, extracellular",279,,CD38,"1.00 * ADPribose [e] --> 1.00 * ADPribose [c]
CD38",4.0,1
ADPT,adenine phosphoribosyltransferase,Nucleotide salvage pathway,280,2.4.2.7,APRT,"1.00 * Adenine [c] + 1.00 * 5-Phospho-alpha-D-ribose 1-diphosphate [c] --> 1.00 * AMP [c] + 1.00 * Diphosphate [c]
APRT",4.0,1
ADRNCPT1,carnitine O-palmitoyltransferase,Fatty acid oxidation,283,2.3.1.21,CPT1A; CPT1B; CPT1C,"1.00 * adrenyl coenzyme A [c] + 1.00 * L-Carnitine [c] --> 1.00 * Coenzyme A [c] + 1.00 * Adrenyl carnitine [c]
CPT1A; CPT1B; CPT1C",4.0,3
ADRNCPT2,carnitine transferase,Fatty acid oxidation,284,,CPT2,"1.00 * Coenzyme A [m] + 1.00 * Adrenyl carnitine [m] --> 1.00 * adrenyl coenzyme A [m] + 1.00 * L-Carnitine [m]
CPT2",4.0,1
ADRNCRNt,transport into the mitochondria (carnitine),Fatty acid oxidation,285,,SLC25A20,"1.00 * Adrenyl carnitine [c] --> 1.00 * Adrenyl carnitine [m]
SLC25A20",4.0,1
ADRNLPVESSEC,Adrenaline secretion via secretory vesicle (ATP driven),"Transport, extracellular",286,,SLC18A1; SLC18A2,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * Adrenaline [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * Adrenaline [e]
SLC18A1; SLC18A2",4.0,2
ADSELK,adenylyl-selenate kinase,Selenoamino acid metabolism,288,2.7.1.25,PAPSS1; PAPSS2,"1.00 * ATP [c] + 1.00 * Adenylylselenate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * 3'-Phosphoadenylylselenate [c]
PAPSS1; PAPSS2",1.0,2
ADSK,adenylyl-sulfate kinase,Nucleotide interconversion,289,2.7.1.25,PAPSS1; PAPSS2,"1.00 * ATP [c] + 1.00 * 5'-adenylyl sulfate(2-) [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c]
PAPSS1; PAPSS2",4.0,2
ADSL1,adenylosuccinate lyase,Nucleotide interconversion,290,4.3.2.2,ADSL,"1.00 * N6-(1,2-Dicarboxyethyl)-AMP [c] --> 1.00 * AMP [c] + 1.00 * Fumarate [c]
ADSL",4.0,1
ADSL2,adenylosuccinate lyase,Purine synthesis,291,4.3.2.2,ADSL,"1.00 * (S)-2-[5-Amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxamido]succinate [c] --> 1.00 * Fumarate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c]
ADSL",4.0,1
ADSS,adenylosuccinate synthase,Nucleotide interconversion,292,6.3.4.4,ADSS; ADSSL1,"1.00 * L-aspartate(1-) [c] + 1.00 * GTP [c] + 1.00 * IMP [c] --> 2.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * GDP [c] + 1.00 * N6-(1,2-Dicarboxyethyl)-AMP [c]
ADSS; ADSSL1",2.0,2
AGDC,N-acetylglucosamine-6-phosphate deacetylase,Aminosugar metabolism,312,3.5.1.25,AMDHD2,"1.00 * Water [c] + 1.00 * N-acetyl-D-glucosamine 6-phosphate(2-) [c] --> 1.00 * D-Glucosamine 6-phosphate [c] + 1.00 * acetate [c]
AMDHD2",2.0,1
AGMTm,agmatinase (m),Arginine and Proline Metabolism,319,3.5.3.11,AGMAT,"1.00 * Water [m] + 1.00 * agmatinium(2+) [m] --> 1.00 * Putrescine [m] + 1.00 * Urea [m]
AGMAT",4.0,1
AGPAT1,1-acylglycerol-3-phosphate O-acyltransferase 1,Triacylglycerol synthesis,320,2.3.1.51,AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2,"1.00 * R total 2 coenzyme A [c] + 1.00 * lysophosphatidic acid [c] --> 1.00 * Coenzyme A [c] + 1.00 * phosphatidate(2-) [c]
AGPAT1; AGPAT2; AGPAT3; AGPAT4; AGPAT5; GPAT4; MBOAT2",4.0,7
AGPRim,"N-acetyl-g-glutamyl-phosphate reductase, irreversible, mitochondrial",Urea cycle,322,1.2.1.38,ALDH18A1,"1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [m] + 1.00 * N-acetyl-L-gamma-glutamyl phosphate(3-) [m] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [m] + 1.00 * hydrogenphosphate [m] + 1.00 * 2-acetamido-5-oxopentanoate [m]
ALDH18A1",1.0,1
AGTim,"alanine-glyoxylate transaminase (irreversible), mitochondrial",Alanine and aspartate metabolism,324,2.6.1.44,AGXT2; ETNPPL,"1.00 * L-alanine [m] + 1.00 * glyoxylate [m] --> 1.00 * pyruvate [m] + 1.00 * Glycine [m]
AGXT2; ETNPPL",4.0,2
AHANDROSTANGLCte,glucuronidated compound transport,"Transport, extracellular",326,,ABCC1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 3alpha-hydroxy-5beta-androstan-17-one 3-glucosiduronic acid [e]
ABCC1",2.0,1
AHC,adenosylhomocysteinase,Methionine and cysteine metabolism,328,3.3.1.1,AHCYL1; GM4737,"1.00 * Water [c] + 1.00 * S-Adenosyl-L-homocysteine [c] --> 1.00 * Adenosine [c] + 1.00 * L-homocysteine [c]
AHCYL1; GM4737",4.0,2
AICART,phosphoribosylaminoimidazolecarboxamide formyltransferase,Purine synthesis,333,2.1.2.3,ATIC,"1.00 * 10-Formyltetrahydrofolate [c] + 1.00 * 5-Amino-1-(5-Phospho-D-ribosyl)imidazole-4-carboxamide [c] --> 1.00 * 5-Formamido-1-(5-phospho-D-ribosyl)imidazole-4-carboxamide [c] + 1.00 * 5,6,7,8-Tetrahydrofolate [c]
ATIC",4.0,1
AIRCr,phosphoribosylaminoimidazole carboxylase,Purine synthesis,334,,PAICS,"1.00 * carbon dioxide [c] + 1.00 * 5-amino-1-(5-phospho-D-ribosyl)imidazole [c] --> 1.00 * proton [c] + 1.00 * 5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate [c]
PAICS",4.0,1
AKGDm,2-oxoglutarate dehydrogenase,Citric acid cycle,336,2.3.1.61,DLD; DLST; OGDH; PDHX,"1.00 * 2-Oxoglutarate [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] --> 1.00 * carbon dioxide [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * Succinyl-CoA [m]
DLD; DLST; OGDH; PDHX",0.0,4
AKGMALtm,alpha-ketoglutarate/malate transporter,"Transport, mitochondrial",337,,SLC25A10; SLC25A11,"1.00 * 2-Oxoglutarate [m] + 1.00 * (S)-malate(2-) [c] --> 1.00 * 2-Oxoglutarate [c] + 1.00 * (S)-malate(2-) [m]
SLC25A10; SLC25A11",4.0,2
AKGt4_3,AKG transport via sodium symport,"Transport, extracellular",338,,SLC13A3,"3.00 * Sodium [e] + 1.00 * 2-Oxoglutarate [e] --> 1.00 * 2-Oxoglutarate [c] + 3.00 * Sodium [c]
SLC13A3",4.0,1
AKR1C1,"aldo-keto reductase family 1, member C1 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Steroid metabolism,340,1.3.1.20,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * progesterone [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (20S)-20-hydroxypregn-4-en-3-one [c]
AKR1C6",4.0,1
AKR1C41,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile acid synthesis,341,1.1.1.50,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha-diol [c]
AKR1C6",4.0,1
AKR1C42,"aldo-keto reductase family 1, member C4 (chlordecone reductase; 3-alpha hydroxysteroid dehydrogenase, type I; dihydrodiol dehydrogenase 4)",Bile acid synthesis,342,1.1.1.50,AKR1C6,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 5beta-cholestane-3alpha,7alpha,12alpha-triol [c]
AKR1C6",4.0,1
AKR1D,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile acid synthesis,343,1.3.99.6,AKR1D1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha-hydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha-hydroxy-5beta-cholestan-3-one [c]
AKR1D1",4.0,1
AKR1D2,"aldo-keto reductase family 1, member D1 (delta 4-3-ketosteroid-5-beta-reductase)",Bile acid synthesis,344,1.3.99.6,AKR1D1,"1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 7alpha,12alpha-Dihydroxycholest-4-en-3-one [c] --> 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * 7alpha,12alpha-dihydroxy-5beta-cholestan-3-one [c]
AKR1D1",4.0,1
ALAASNNaEx,L-alanine/L-asparagine Na-dependent exchange (Ala-L in),"Transport, extracellular",345,,SLC1A5,"1.00 * Sodium [e] + 1.00 * L-alanine [e] + 1.00 * L-asparagine [c] --> 1.00 * Sodium [c] + 1.00 * L-alanine [c] + 1.00 * L-asparagine [e]
SLC1A5",4.0,1
ALACYSNaEx,L-alanine/L-cysteine Na-dependent exchange (Ala-L in),"Transport, extracellular",346,,SLC1A4; SLC1A5,"1.00 * Sodium [e] + 1.00 * L-alanine [e] + 1.00 * L-cysteine [c] --> 1.00 * Sodium [c] + 1.00 * L-alanine [c] + 1.00 * L-cysteine [e]
SLC1A4; SLC1A5",4.0,2
ALADGLNexR,L-alanine/glutamine reversible exchange,"Transport, extracellular",347,,SLC3A2; SLC7A10,"1.00 * D-alanine [e] + 1.00 * L-glutamine [c] --> 1.00 * D-alanine [c] + 1.00 * L-glutamine [e]
SLC3A2; SLC7A10",2.0,2
ALADGLYexR,D-alanine/glycine reversible exchange,"Transport, extracellular",348,,SLC3A2; SLC7A10,"1.00 * D-alanine [e] + 1.00 * Glycine [c] --> 1.00 * D-alanine [c] + 1.00 * Glycine [e]
SLC3A2; SLC7A10",2.0,2
