metabolite_id,metabolite_no_compartment,compartment,metabolite_name,degree,kegg_id,hmdb_id
malACP[c],malACP,[c],Malonyl-[acyl-carrier protein],9,NA,NA
pro_L[m],pro_L,[m],L-proline,9,C00148,HMDB00162
ps_hs[c],ps_hs,[c],phosphatidylserine,9,NA,NA
tdchola[c],tdchola,[c],taurochenodeoxycholate,9,C05465,HMDB00951
C01041[c],C01041,[c],monodehydroascorbate(1-),9,NA,NA
10fthf[c],10fthf,[c],10-Formyltetrahydrofolate,8,C00234,HMDB00972
25hvitd3[c],25hvitd3,[c],calcidiol,8,C01561,HMDB03550
2obut[c],2obut,[c],2-Oxobutanoate,8,C00109,HMDB00005
34dhphe[c],34dhphe,[c],L-dopa,8,C00355,HMDB00181
asp_L[m],asp_L,[m],L-aspartate(1-),8,C00049,HMDB00191
5mthf[c],5mthf,[c],5-Methyltetrahydrofolate,8,C00440,HMDB01396
hco3[m],hco3,[m],Bicarbonate,8,C00288,HMDB00595
idp[c],idp,[c],IDP(3-),8,C00104,HMDB03335
ach[e],ach,[e],acetylcholine,8,C01996,HMDB00895
ach[c],ach,[c],acetylcholine,8,C01996,HMDB00895
ac[m],ac,[m],acetate,8,C00033,HMDB00042
prpp[c],prpp,[c],5-Phospho-alpha-D-ribose 1-diphosphate,8,C00119,HMDB00280
Rtotal2coa[c],Rtotal2coa,[c],R total 2 coenzyme A,8,NA,NA
ala_L[m],ala_L,[m],L-alanine,8,C00041,HMDB00161
gly[x],gly,[x],Glycine,8,C00037,HMDB00123
succoa[m],succoa,[m],Succinyl-CoA,8,C00091,HMDB01022
ahcys[m],ahcys,[m],S-Adenosyl-L-homocysteine,8,C00021,HMDB00939
amet[m],amet,[m],S-Adenosyl-L-methionine,8,C00019,HMDB01185
arachcoa[c],arachcoa,[c],arachidyl coenzyme A,8,C02041,HMDB04258
arachd[e],arachd,[e],arachidonate,8,C00219,HMDB01043
Rtotal[c],Rtotal,[c],R total,8,NA,NA
dlnlcgcoa[c],dlnlcgcoa,[c],dihomo-gamma-linolenyl coenzyme A,8,C03595,NA
R4coa_hs[c],R4coa_hs,[c],R group 4 Coenzyme A,8,NA,NA
R5coa_hs[c],R5coa_hs,[c],R group 5 Coenzyme A,8,NA,NA
bildglcur[c],bildglcur,[c],bis(beta-glucosyluronate)bilirubin,8,C05787,HMDB03325
bilglcur[e],bilglcur,[e],mono(glucosyluronic acid)bilirubin(2-),8,NA,NA
bilglcur[c],bilglcur,[c],mono(glucosyluronic acid)bilirubin(2-),8,NA,NA
bilirub[e],bilirub,[e],bilirubin(2-),8,C00486,HMDB00054
cholate[e],cholate,[e],Cholate,8,C00695,HMDB00619
Tn_antigen[g],Tn_antigen,[g],Tn antigen,8,C04383,NA
Lcystin[c],Lcystin,[c],L-cystine,8,C00491,HMDB00192
cmp[n],cmp,[n],CMP,8,C00055,HMDB00095
duri[c],duri,[c],Deoxyuridine,8,C00526,HMDB00012
fadh2[r],fadh2,[r],Flavin adenine dinucleotide reduced,8,C01352,HMDB01197
fad[r],fad,[r],Flavin adenine dinucleotide oxidized,8,C00016,HMDB01248
dheas[c],dheas,[c],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),8,C04555,HMDB01032
dhf[c],dhf,[c],"7,8-Dihydrofolate",8,C00415,HMDB01056
dopa[e],dopa,[e],dopaminium(1+),8,C03758,HMDB00073
estradiol[r],estradiol,[r],estradiol,8,C00951,HMDB00151
estrones[c],estrones,[c],estrone 3-sulfate(1-),8,C02538,HMDB01425
gal[e],gal,[e],D-Galactose,8,C00984,HMDB00143
nrpphr[e],nrpphr,[e],Norepinephrine,8,C00547,HMDB00216
prostge1[e],prostge1,[e],prostaglandin E1(1-),8,C04741,HMDB01442
prostge2[e],prostge2,[e],prostaglandin E2(1-),8,C00584,HMDB01220
hdcea[c],hdcea,[c],Hexadecenoate (n-C16:1),8,C08362,HMDB03229
tdcoa[m],tdcoa,[m],Tetradecanoyl-CoA (n-C14:0CoA),8,C02593,HMDB01521
fol[c],fol,[c],Folate,8,C00504,HMDB00121
gal[c],gal,[c],D-Galactose,8,C00984,HMDB00143
leuktrE4[c],leuktrE4,[c],leukotriene E4(1-),8,C05952,HMDB02200
glcur[c],glcur,[c],D-glucuronate,8,C00191,HMDB00127
gsn[c],gsn,[c],Guanosine,8,C00387,HMDB00133
tststerone[r],tststerone,[r],testosterone,8,C00535,HMDB00234
xol7aone[r],xol7aone,[r],7alpha-hydroxycholest-4-en-3-one,8,C05455,HMDB01993
hxan[c],hxan,[c],Hypoxanthine,8,C00262,HMDB00157
thyox_L[c],thyox_L,[c],L-thyroxine,8,C01829,HMDB00248
leuktrC4[c],leuktrC4,[c],leukotriene C4(2-),8,C02166,HMDB01198
leuktrD4[c],leuktrD4,[c],Leukotriene D4,8,C05951,HMDB03080
ncam[c],ncam,[c],Nicotinamide,8,C00153,HMDB01406
r1p[c],r1p,[c],alpha-D-Ribose 1-phosphate,8,C00620,HMDB01489
thymd[c],thymd,[c],Thymidine,8,C00214,HMDB00273
pail_hs[n],pail_hs,[n],1-phosphatidyl-1D-myo-inositol(1-),8,NA,NA
pail45p_hs[c],pail45p_hs,[c],"phosphatidylinositol 4,5-bisphosphate",8,NA,NA
pail45p_hs[n],pail45p_hs,[n],"phosphatidylinositol 4,5-bisphosphate",8,NA,NA
pail4p_hs[n],pail4p_hs,[n],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),8,NA,NA
prostgd2[c],prostgd2,[c],prostaglandin D2(1-),8,C00696,HMDB01403
pnto_R[c],pnto_R,[c],(R)-Pantothenate,8,C00864,HMDB00210
urate[c],urate,[c],Urate,8,C00366,HMDB00289
C02528[c],C02528,[c],chenodeoxycholate,8,C02528,HMDB00518
HC02202[c],HC02202,[c],prostaglandin A1(1-),8,NA,NA
2dr1p[c],2dr1p,[c],2-Deoxy-D-ribose 1-phosphate,7,C00672,HMDB01351
2mop[m],2mop,[m],2-methyl-3-oxopropanoate,7,C00349,HMDB01172
so3[m],so3,[m],Sulfite,7,C00094,HMDB00240
galgluside_hs[g],galgluside_hs,[g],galactosyl glucosyl ceramide,7,NA,NA
acac[m],acac,[m],acetoacetate,7,C00164,HMDB00060
acgam[c],acgam,[c],N-acetyl-D-glucosamine,7,C00140,HMDB00215
gam6p[c],gam6p,[c],D-Glucosamine 6-phosphate,7,C00352,HMDB01254
oaa[c],oaa,[c],Oxaloacetate,7,C00036,HMDB00223
acnam[c],acnam,[c],N-acetylneuraminate,7,C19910,HMDB00230
ibcoa[m],ibcoa,[m],isobutyryl-CoA(4-),7,C00630,HMDB01243
3pg[c],3pg,[c],3-Phospho-D-glycerate,7,C00597,HMDB00807
adn[e],adn,[e],Adenosine,7,C00212,HMDB00050
gtp[m],gtp,[m],GTP,7,C00044,HMDB01273
r5p[c],r5p,[c],alpha-D-Ribose 5-phosphate,7,C03736,HMDB00618
adp[x],adp,[x],ADP,7,C00008,HMDB01341
ala_D[c],ala_D,[c],D-alanine,7,C00133,HMDB01310
lald_D[c],lald_D,[c],(R)-lactaldehyde,7,C00937,HMDB06458
Rtotal3coa[c],Rtotal3coa,[c],R total 3 Coenzyme A,7,NA,NA
tdcoa[c],tdcoa,[c],Tetradecanoyl-CoA (n-C14:0CoA),7,C02593,HMDB01521
lnlncgcoa[c],lnlncgcoa,[c],gamma-linolenoyl-CoA(4-),7,C03035,HMDB06368
lneldccoa[c],lneldccoa,[c],linoelaidyl coenzyme A,7,NA,NA
oaa[m],oaa,[m],Oxaloacetate,7,C00036,HMDB00223
amp[e],amp,[e],AMP,7,C00020,HMDB00045
galacglcgal14acglcgalgluside_hs[g],galacglcgal14acglcgalgluside_hs,[g],i-antigen,7,NA,NA
retinal[c],retinal,[c],retinal,7,C00376,HMDB01358
btn[e],btn,[e],Biotin,7,C00120,HMDB00030
prostgf2[c],prostgf2,[c],prostaglandin F2alpha(1-),7,C00639,HMDB01139
cholp[c],cholp,[c],choline phosphate(1-),7,C00588,HMDB01565
chsterol[e],chsterol,[e],cholesterol,7,C00187,HMDB00067
Ser_Gly_Ala_X_Gly[l],Ser_Gly_Ala_X_Gly,[l],protein-linked serine residue (glycosaminoglycan attachment site),7,NA,NA
dgtp[n],dgtp,[n],dGTP,7,C00286,HMDB01440
dctp[n],dctp,[n],dCTP,7,C00458,HMDB00998
utp[n],utp,[n],UTP,7,C00075,HMDB00285
gtp[n],gtp,[n],GTP,7,C00044,HMDB01273
dcsptn1coa[x],dcsptn1coa,[x],"docosa-4,7,10,13,16-pentaenoyl coenzyme A",7,C16173,HMDB06513
mlthf[c],mlthf,[c],"5,10-Methylenetetrahydrofolate",7,C00143,HMDB01533
frdp[c],frdp,[c],Farnesyl diphosphate,7,C00448,HMDB00961
estrones[e],estrones,[e],estrone 3-sulfate(1-),7,C02538,HMDB01425
estrone[c],estrone,[c],estrone,7,C00468,HMDB00145
ethamp[c],ethamp,[c],O-phosphonatoethanaminium(1-),7,C00346,HMDB00224
hista[e],hista,[e],histamium,7,C00388,HMDB00870
leuktrC4[e],leuktrC4,[e],leukotriene C4(2-),7,C02166,HMDB01198
pnto_R[e],pnto_R,[e],(R)-Pantothenate,7,C00864,HMDB00210
prostgd2[e],prostgd2,[e],prostaglandin D2(1-),7,C00696,HMDB01403
so4[e],so4,[e],sulfate,7,C00059,HMDB01448
srtn[e],srtn,[e],serotonin(1+),7,C00780,HMDB00259
taur[e],taur,[e],Taurine,7,C00245,HMDB00251
thyox_L[e],thyox_L,[e],L-thyroxine,7,C01829,HMDB00248
triodthy[e],triodthy,[e],"3,3',5-triiodo-L-thyronine",7,C02465,HMDB00265
lnlc[c],lnlc,[c],linoleate,7,C01595,HMDB00673
strdnc[c],strdnc,[c],"stearidonic acid C18:4, n-3",7,C16300,HMDB06547
1pyr5c[m],1pyr5c,[m],1-Pyrroline-5-carboxylate,7,C04322,HMDB01301
mlthf[m],mlthf,[m],"5,10-Methylenetetrahydrofolate",7,C00143,HMDB01533
5oxpro[c],5oxpro,[c],5-oxoprolinate,7,C01879,HMDB00267
leuktrF4[c],leuktrF4,[c],leukotriene F4,7,C06462,HMDB06465
ru5p_D[c],ru5p_D,[c],D-ribulose 5-phosphate(2-),7,C00199,HMDB00618
xan[c],xan,[c],Xanthine,7,C00385,HMDB00292
h2o2[n],h2o2,[n],Hydrogen peroxide,7,C00027,HMDB03125
andrstndn[r],andrstndn,[r],"androst-4-ene-3,17-dione",7,C00280,HMDB00053
ump[r],ump,[r],UMP,7,C00105,HMDB00288
ump[g],ump,[g],UMP,7,C00105,HMDB00288
nicrnt[c],nicrnt,[c],Nicotinate D-ribonucleotide,7,C01185,HMDB01132
ptrc[c],ptrc,[c],Putrescine,7,C00134,HMDB01414
pail4p_hs[c],pail4p_hs,[c],1-phosphatidyl-1D-myo-inositol 4-phosphate(3-),7,NA,NA
pydx5p[c],pydx5p,[c],Pyridoxal 5'-phosphate,7,C00018,HMDB01491
prostgh2[e],prostgh2,[e],prostaglandin H2(1-),7,C00427,HMDB01381
prostgi2[e],prostgi2,[e],prostaglandin I2(1-),7,C01312,HMDB01335
prostgi2[c],prostgi2,[c],prostaglandin I2(1-),7,C01312,HMDB01335
ump[n],ump,[n],UMP,7,C00105,HMDB00288
dcholcoa[c],dcholcoa,[c],chenodeoxycholoyl coenzyme a,7,C05337,HMDB06292
lnlncgcoa[r],lnlncgcoa,[r],gamma-linolenoyl-CoA(4-),7,C03035,HMDB06368
HC02191[c],HC02191,[c],lithocholate,7,C03990,HMDB00761
HC02203[c],HC02203,[c],prostaglandin-a2,7,NA,NA
HC02205[c],HC02205,[c],prostaglandin-b2,7,NA,NA
HC02206[c],HC02206,[c],prostaglandin C1(1-),7,NA,NA
HC02207[c],HC02207,[c],prostaglandin-c2,7,NA,NA
oxa[m],oxa,[m],oxalate(2-),7,C00209,HMDB02329
25hvitd3[m],25hvitd3,[m],calcidiol,6,C01561,HMDB03550
b2coa[m],b2coa,[m],crotonoyl-CoA(4-),6,C00877,HMDB02009
adrnl[c],adrnl,[c],Adrenaline,6,C00788,HMDB00068
5adtststerone[c],5adtststerone,[c],17beta-hydroxy-5alpha-androstan-3-one,6,C03917,HMDB02961
man6p[c],man6p,[c],D-Mannose 6-phosphate,6,C00275,HMDB01078
ivcoa[m],ivcoa,[m],Isovaleryl-CoA,6,C02939,HMDB01113
cholcoads[x],cholcoads,[x],"3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA",6,C05460,HMDB06889
acrn[c],acrn,[c],O-acetylcarnitine,6,C02571,HMDB00201
melatn[c],melatn,[c],melatonin,6,C01598,HMDB01389
ins[e],ins,[e],Inosine,6,C00294,HMDB00195
ade[c],ade,[c],Adenine,6,C00147,HMDB00034
akg[x],akg,[x],2-Oxoglutarate,6,C00026,HMDB00208
xoltriol[c],xoltriol,[c],"5beta-cholestane-3alpha,7alpha,12alpha-triol",6,C05454,HMDB01457
meoh[c],meoh,[c],methanol,6,C00132,HMDB01875
andrstrn[r],andrstrn,[r],androsterone,6,C00523,HMDB00031
arachdcoa[x],arachdcoa,[x],arachidonoyl-CoA(4-),6,C02249,HMDB06523
R1coa_hs[c],R1coa_hs,[c],R group 1 Coenzyme A,6,NA,NA
strdnccoa[c],strdnccoa,[c],stearidonyl coenzyme A,6,C16163,HMDB06519
tmndnccoa[c],tmndnccoa,[c],timnodonyl coenzyme A,6,NA,HMDB06514
vacccoa[c],vacccoa,[c],vaccenyl coenzyme A,6,NA,HMDB06521
od2coa[c],od2coa,[c],trans-Octadec-2-enoyl-CoA,6,C16218,HMDB06529
ascb_L[e],ascb_L,[e],L-ascorbate,6,C00072,HMDB00044
cholcoa[x],cholcoa,[x],choloyl-CoA(4-),6,C01794,HMDB01374
taur[x],taur,[x],Taurine,6,C00245,HMDB00251
dcholcoa[x],dcholcoa,[x],chenodeoxycholoyl coenzyme a,6,C05337,HMDB06292
m2emgacpail_hs[r],m2emgacpail_hs,[r],"(dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (H6)",6,NA,NA
g6p[r],g6p,[r],D-Glucose 6-phosphate,6,C00092,HMDB01401
chsterol[m],chsterol,[m],cholesterol,6,C00187,HMDB00067
i[c],i,[c],iodide,6,C00708,HMDB12238
ctp[n],ctp,[n],CTP,6,C00063,HMDB00082
ppi[n],ppi,[n],Diphosphate,6,C00013,HMDB00250
co2[e],co2,[e],carbon dioxide,6,C00011,HMDB01967
ura[c],ura,[c],uracil,6,C00106,HMDB00300
dadp[n],dadp,[n],dADP,6,C00206,HMDB01508
dad_2[c],dad_2,[c],2-deoxyadenosine,6,C00559,HMDB00101
dgchol[c],dgchol,[c],glycochenodeoxycholate,6,C05466,HMDB00637
dgsn[c],dgsn,[c],Deoxyguanosine,6,C00330,HMDB00085
dheas[e],dheas,[e],3beta-hydroxyandrost-5-en-17-one 3-sulfate(1-),6,C04555,HMDB01032
dhbpt[c],dhbpt,[c],"6,7-dihydrobiopterin",6,C02953,HMDB00038
dump[m],dump,[m],dUMP,6,C00365,HMDB01409
m7masnA[g],m7masnA,[g],"(alpha-D-mannosyl)7-beta-D-mannosyl-diacetylchitobiosyl-L-asparagine, isoform A (protein)",6,NA,NA
leuktrA4[e],leuktrA4,[e],leukotriene A4(1-),6,C00909,HMDB01337
leuktrB4[e],leuktrB4,[e],leukotriene B4(1-),6,C02165,HMDB01085
leuktrD4[e],leuktrD4,[e],Leukotriene D4,6,C05951,HMDB03080
leuktrE4[e],leuktrE4,[e],leukotriene E4(1-),6,C05952,HMDB02200
leuktrF4[e],leuktrF4,[e],leukotriene F4,6,C06462,HMDB06465
malt[e],malt,[e],Maltose,6,C00208,HMDB00163
prostgf2[e],prostgf2,[e],prostaglandin F2alpha(1-),6,C00639,HMDB01139
occoa[c],occoa,[c],Octanoyl-CoA (n-C8:0CoA),6,C01944,HMDB01070
lnlccoa[m],lnlccoa,[m],linoleic coenzyme A,6,C02050,HMDB01064
glyc3p[m],glyc3p,[m],Glycerol 3-phosphate,6,C00093,HMDB00126
h2o2[l],h2o2,[l],Hydrogen peroxide,6,C00027,HMDB03125
em2emgacpail_hs[r],em2emgacpail_hs,[r],"(phosphoethanolaminyl-dimannosyl),(phosphoethanolaminyl)-mannosyl-glucosaminyl-acylphosphatidylinositol (H7)",6,NA,NA
leuktrB4[r],leuktrB4,[r],leukotriene B4(1-),6,C02165,HMDB01085
lpchol_hs[c],lpchol_hs,[c],lysophosphatidylcholine,6,NA,NA
man[r],man,[r],D-Mannose,6,C00159,HMDB00169
mi1p_D[c],mi1p_D,[c],1D-myo-inositol 1-phosphate(2-),6,C01177,HMDB02985
pan4p[c],pan4p,[c],Pantetheine 4'-phosphate,6,C01134,HMDB01416
pristcoa[x],pristcoa,[x],pristanoyl coa,6,NA,NA
thbpt4acam[c],thbpt4acam,[c],4a-hydroxytetrahydrobiopterin,6,C15522,HMDB02281
pail34p_hs[n],pail34p_hs,[n],"1-phosphatidyl-1D-myo-inositol 3,4-bisphosphate(5-)",6,NA,NA
pail5p_hs[c],pail5p_hs,[c],1-phosphatidyl-1D-myo-inositol 5-phosphate(3-),6,NA,NA
pydx[c],pydx,[c],Pyridoxal,6,C00250,HMDB01545
retn[r],retn,[r],all-trans-retinoate,6,C00777,HMDB01852
13_cis_retn[r],13_cis_retn,[r],13-cis-retinoate,6,D00348,HMDB06219
sbt_D[c],sbt_D,[c],D-glucitol,6,C00794,HMDB00247
nadph[n],nadph,[n],Nicotinamide adenine dinucleotide phosphate - reduced,6,C00005,HMDB00221
nadp[n],nadp,[n],Nicotinamide adenine dinucleotide phosphate,6,C00006,HMDB00217
trdrd[m],trdrd,[m],Reduced thioredoxin,6,C00342,NA
vitd3[c],vitd3,[c],calciol,6,C05443,HMDB00876
pmtcoa[r],pmtcoa,[r],Palmitoyl-CoA (n-C16:0CoA),6,C00154,HMDB01338
cholcoa[c],cholcoa,[c],choloyl-CoA(4-),6,C01794,HMDB01374
ddcacoa[m],ddcacoa,[m],Dodecanoyl-CoA (n-C12:0CoA),6,C01832,HMDB03571
dcacoa[m],dcacoa,[m],Decanoyl-CoA (n-C10:0CoA),6,C05274,HMDB06404
dc2coa[m],dc2coa,[m],trans-Dec-2-enoyl-CoA,6,C05275,HMDB03948
C02528[e],C02528,[e],chenodeoxycholate,6,C02528,HMDB00518
HC02192[e],HC02192,[e],taurolithocholate,6,C02592,HMDB00722
HC02192[c],HC02192,[c],taurolithocholate,6,C02592,HMDB00722
HC02193[e],HC02193,[e],glycolithocholate,6,C15557,HMDB00698
HC02193[c],HC02193,[c],glycolithocholate,6,C15557,HMDB00698
HC02195[e],HC02195,[e],tauroursodeoxycholate,6,NA,NA
HC02196[e],HC02196,[e],glycoursodeoxycholate,6,NA,NA
HC02198[e],HC02198,[e],"2-[(4R)-4-[(1S,2S,5R,7R,10R,11S,14R,15R)-2,15-dimethyl-5-(sulfonatooxy)tetracyclo[8.7.0.0^{2,7}.0^{11,15}]heptadecan-14-yl]pentanamido]ethane-1-sulfonate",6,C03642,HMDB02580
HC02187[e],HC02187,[e],reverse-triiodthyronine,6,NA,NA
HC02180[e],HC02180,[e],thromboxane-b2,6,NA,NA
HC02179[e],HC02179,[e],20-hydroxy-arachidonate,6,NA,NA
HC02202[e],HC02202,[e],prostaglandin A1(1-),6,NA,NA
HC02203[e],HC02203,[e],prostaglandin-a2,6,NA,NA
HC02204[e],HC02204,[e],prostaglandin-b1,6,C00959,HMDB02982
HC02204[c],HC02204,[c],prostaglandin-b1,6,C00959,HMDB02982
HC02205[e],HC02205,[e],prostaglandin-b2,6,NA,NA
HC02206[e],HC02206,[e],prostaglandin C1(1-),6,NA,NA
HC02207[e],HC02207,[e],prostaglandin-c2,6,NA,NA
HC02208[e],HC02208,[e],prostaglandin-d1,6,NA,NA
HC02210[e],HC02210,[e],prostaglandin-d3,6,NA,NA
HC02213[e],HC02213,[e],prostaglandin-e3,6,NA,NA
HC02213[c],HC02213,[c],prostaglandin-e3,6,NA,NA
HC02214[e],HC02214,[e],prostaglandin-f1alpha,6,NA,NA
HC02216[e],HC02216,[e],prostaglandin-f2beta,6,NA,NA
HC02217[e],HC02217,[e],prostaglandin-g2,6,NA,NA
so4[g],so4,[g],sulfate,6,C00059,HMDB01448
CE5747[c],CE5747,[c],N-retinylidene-N-retinylethanolamine,6,NA,NA
25hvitd2[m],25hvitd2,[m],25-Hydroxyvitamin D2,5,NA,HMDB01438
2amac[c],2amac,[c],2-aminoacrylic acid,5,C02218,HMDB03609
glutcoa[m],glutcoa,[m],glutaryl-CoA(5-),5,C00527,HMDB01339
34dhmald[c],34dhmald,[c],"3,4-Dihydroxymandelaldehyde",5,C05577,HMDB06242
sphgn[c],sphgn,[c],sphinganine(1+),5,C00836,HMDB00269
hLkynr[c],hLkynr,[c],3-hydroxy-L-kynurenine,5,C03227,HMDB11631
3sala[c],3sala,[c],3-Sulfino-L-alanine,5,C00606,HMDB00996
e4hglu[m],e4hglu,[m],erythro-4-hydroxy-L-glutamate(1-),5,C05947,HMDB02273
4mop[c],4mop,[c],4-methyl-2-oxopentanoate,5,C00233,HMDB00695
5adtststerone[r],5adtststerone,[r],17beta-hydroxy-5alpha-androstan-3-one,5,C03917,HMDB02961
5htrp[c],5htrp,[c],5-hydroxy-L-tryptophan,5,C01017,HMDB00472
5mthf[e],5mthf,[e],5-Methyltetrahydrofolate,5,C00440,HMDB01396
T_antigen[g],T_antigen,[g],T antigen (core 1),5,NA,NA
aacoa[m],aacoa,[m],Acetoacetyl-CoA,5,C00332,HMDB01484
dcacoa[x],dcacoa,[x],Decanoyl-CoA (n-C10:0CoA),5,C05274,HMDB06404
acnam[l],acnam,[l],N-acetylneuraminate,5,C19910,HMDB00230
2mbcoa[m],2mbcoa,[m],2-methylbutanoyl-CoA(4-),5,C01033,HMDB01041
2mb2coa[m],2mb2coa,[m],2-methylcrotonoyl-CoA(4-),5,C03345,HMDB02054
3mb2coa[m],3mb2coa,[m],3-methylbut-2-enoyl-CoA(4-),5,C03069,HMDB01493
ribflv[c],ribflv,[c],Riboflavin,5,C00255,HMDB00244
man1p[c],man1p,[c],D-Mannose 1-phosphate,5,C00636,HMDB06330
adrncoa[c],adrncoa,[c],adrenyl coenzyme A,5,C16170,NA
adrncoa[x],adrncoa,[x],adrenyl coenzyme A,5,C16170,NA
glx[x],glx,[x],glyoxylate,5,C00048,HMDB00119
pyr[x],pyr,[x],pyruvate,5,C00022,HMDB00243
hcys_L[c],hcys_L,[c],L-homocysteine,5,C05330,HMDB00742
ahcys[n],ahcys,[n],S-Adenosyl-L-homocysteine,5,C00021,HMDB00939
ahcys[r],ahcys,[r],S-Adenosyl-L-homocysteine,5,C00021,HMDB00939
ak2lgchol_hs[c],ak2lgchol_hs,[c],1-alkyl 2-lysoglycerol 3-phosphocholine,5,C04317,NA
xol7ah2[c],xol7ah2,[c],"5beta-cholestane-3alpha,7alpha-diol",5,C05452,HMDB06893
ala_D[e],ala_D,[e],D-alanine,5,C00133,HMDB01310
etoh[c],etoh,[c],ethanol,5,C00469,HMDB00108
dhcholestancoa[x],dhcholestancoa,[x],"3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA",5,C04644,HMDB02159
amet[r],amet,[r],S-Adenosyl-L-methionine,5,C00019,HMDB01185
amet[n],amet,[n],S-Adenosyl-L-methionine,5,C00019,HMDB01185
cgly[e],cgly,[e],L-cysteinylglycine,5,C01419,HMDB00078
arachcoa[x],arachcoa,[x],arachidyl coenzyme A,5,C02041,HMDB04258
urea[c],urea,[c],Urea,5,C00086,HMDB00294
hdcoa[c],hdcoa,[c],Hexadecenoyl-CoA (n-C16:1CoA),5,NA,HMDB06532
clpndcoa[c],clpndcoa,[c],clupanodonyl CoA,5,C16166,HMDB06267
dcsptn1coa[c],dcsptn1coa,[c],"docosa-4,7,10,13,16-pentaenoyl coenzyme A",5,C16173,HMDB06513
R3coa_hs[c],R3coa_hs,[c],R group 3 Coenzyme A,5,NA,NA
nrvnccoa[c],nrvnccoa,[c],nervonyl coenzyme A,5,C16532,NA
lgnccoa[c],lgnccoa,[c],lignocericyl coenzyme A,5,C16529,HMDB06526
eicostetcoa[c],eicostetcoa,[c],eicosatetranoyl coenzyme A,5,C16164,NA
tetpent3coa[c],tetpent3coa,[c],"tetracosapentaenoyl coenzyme A, n-3",5,C16167,NA
hdd2coa[c],hdd2coa,[c],trans-Hexadec-2-enoyl-CoA,5,C05272,HMDB03945
asn_L[m],asn_L,[m],L-asparagine,5,C00152,HMDB00168
Asn_X_Ser_Thr[l],Asn_X_Ser_Thr,[l],protein-linked asparagine residue (N-glycosylation site),5,NA,NA
asp_L[e],asp_L,[e],L-aspartate(1-),5,C00049,HMDB00191
gal14acglcgalgluside_hs[g],gal14acglcgalgluside_hs,[g],Lactoneotetraosylceramide,5,NA,NA
ala_B[e],ala_B,[e],beta-alanine,5,C00099,HMDB00056
glyb[c],glyb,[c],glycine betaine,5,C00719,HMDB00043
memgacpail_hs[r],memgacpail_hs,[r],"(mannosyl),(phosphoethanolaminyl)-mannosyl-glucosylaminyl-acylphosphatidylinositol (B)",5,NA,NA
pmtcrn[c],pmtcrn,[c],L-palmitoylcarnitine,5,C02990,HMDB00222
hdcoa[m],hdcoa,[m],Hexadecenoyl-CoA (n-C16:1CoA),5,NA,HMDB06532
hdd2coa[m],hdd2coa,[m],trans-Hexadec-2-enoyl-CoA,5,C05272,HMDB03945
stcoa[m],stcoa,[m],Stearoyl-CoA (n-C18:0CoA),5,C00412,HMDB01114
odecoa[m],odecoa,[m],Octadecenoyl-CoA (n-C18:1CoA),5,C00510,HMDB01322
arachdcoa[m],arachdcoa,[m],arachidonoyl-CoA(4-),5,C02249,HMDB06523
zymst[r],zymst,[r],zymosterol,5,C05437,HMDB06271
ca2[e],ca2,[e],calcium(2+),5,C00076,HMDB00464
cdpdag_hs[c],cdpdag_hs,[c],CDP-diacylglycerol(2-),5,NA,NA
cit[e],cit,[e],Citrate,5,C00158,HMDB00094
creat[c],creat,[c],creatine,5,C00300,HMDB00064
cmpacna[c],cmpacna,[c],CMP-N-acetyl-beta-neuraminate(2-),5,C00128,HMDB01176
focytC[m],focytC,[m],Ferrocytochrome C,5,NA,NA
ficytC[m],ficytC,[m],Ferricytochrome c,5,NA,NA
gthox[c],gthox,[c],Oxidized glutathione,5,C00127,HMDB03337
cys_L[m],cys_L,[m],L-cysteine,5,C00097,HMDB00574
Lcystin[e],Lcystin,[e],L-cystine,5,C00491,HMDB00192
cytd[e],cytd,[e],Cytidine,5,C00475,HMDB00089
din[c],din,[c],Deoxyinosine,5,C05512,HMDB00071
23doguln[c],23doguln,[c],"(4R,5S)-4,5,6-trihydroxy-2,3-dioxohexanoate",5,C04575,HMDB05971
L_dpchrm[c],L_dpchrm,[c],L-dopachromate,5,C01693,HMDB01430
dcyt[c],dcyt,[c],Deoxycytidine,5,C00881,HMDB00014
dgchol[e],dgchol,[e],glycochenodeoxycholate,5,C05466,HMDB00637
lthstrl[r],lthstrl,[r],5alpha-cholest-7-en-3beta-ol,5,C01189,HMDB01170
dhea[r],dhea,[r],3beta-hydroxyandrost-5-en-17-one,5,C01227,HMDB00077
lac_D[c],lac_D,[c],(R)-lactate,5,C00256,HMDB01311
dlnlcg[c],dlnlcg,[c],dihomo-gamma-linolenic acid (n-6),5,C03242,HMDB02925
dttp[n],dttp,[n],dTTP,5,C00459,HMDB01342
gpi_sig[r],gpi_sig,[r],glycophosphatidylinositol (GPI) signal sequence (C-terminal peptide),5,NA,NA
ipdp[x],ipdp,[x],Isopentenyl diphosphate,5,C00129,HMDB01347
dolglcp_L[r],dolglcp_L,[r],"Dolichyl beta-D-glucosyl phosphate, human liver homolog",5,NA,NA
