reaction_no_direction,reaction_name,formula,associated_genes,subsystem,EC_number,confidence
3SPYRSPm,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial","1.00 * Water [m] + 1.00 * 3-Sulfinopyruvate [m] --> 1.00 * proton [m] + 1.00 * pyruvate [m] + 1.00 * Sulfite [m]
No genes",NA,Methionine and cysteine metabolism,N/A,2
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Adrenaline [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c] + 1.00 * methylammonium [c]
MAOA; MAOB",MAOA; MAOB,Tyrosine metabolism,1.4.3.4,4
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Norepinephrine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c]
MAOA; MAOB",MAOA; MAOB,Tyrosine metabolism,1.4.3.4,4
42A12BOOX,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)","1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * dopaminium(1+) [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxyphenylacetaldehyde [c]
AOC1; AOC2; AOC3; MAOA; MAOB",AOC1; AOC2; AOC3; MAOA; MAOB,Tyrosine metabolism,1.4.3.6,4
4ABUTtm,4-aminobutanoate mitochondrial transport via diffusion,"1.00 * 4-Aminobutanoate [c] --> 1.00 * 4-Aminobutanoate [m]
No genes",NA,"Transport, mitochondrial",N/A,2
4HBZCOAFm,4-hydroxybenzoyl-CoA formation,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 4-coumaroyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 4-hydroxybenoyl-CoA [m] + 1.00 * Acetyl-CoA [m]
No genes",NA,Ubiquinone synthesis,N/A,2
4HBZFm,4-hydroxybenzoate formation,"1.00 * Water [m] + 1.00 * 4-hydroxybenoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * 4-hydroxybenzoate [m]
No genes",NA,Ubiquinone synthesis,N/A,2
4HDEBRISOQUINEte,xenobiotic transport,"1.00 * 4 hydroxy debrisoquine [e] --> 1.00 * 4 hydroxy debrisoquine [c]
No genes",NA,"Transport, extracellular",N/A,2
4HGLSDm,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-4-hydroxyglutamic semialdehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * erythro-4-hydroxy-L-glutamate(1-) [m]
ALDH4A1",ALDH4A1,Arginine and Proline Metabolism,1.5.1.12,1
4HOXPACDOX_NADP_,4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (4-hydroxyphenyl)acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 4-hydroxyphenylacetate [c]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,Tyrosine metabolism,1.2.1.5,2
4MOPt2im,4-methyl-2-oxopentanoate mitochondrial transport  via proton symport,"1.00 * proton [c] + 1.00 * 4-methyl-2-oxopentanoate [c] --> 1.00 * proton [m] + 1.00 * 4-methyl-2-oxopentanoate [m]
No genes",NA,"Transport, mitochondrial",N/A,4
4MPTNLte,4-methylpentanal transport,"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [e]
No genes",NA,"Transport, extracellular",N/A,2
4MPTNLtm,4-methylpentanal transport (mitochondria),"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [m]
No genes",NA,"Transport, mitochondrial",N/A,2
4MPTNLtr,4-methylpentanal transport (ER),"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
4MTOLBUTAMIDEte,xenobiotic transport,"1.00 * 4 hydroxy tolbutamide [e] --> 1.00 * 4 hydroxy tolbutamide [c]
No genes",NA,"Transport, extracellular",N/A,2
4NPHSFte,xenobiotic transport,"1.00 * 4-Nitrophenyl sulfate [e] --> 1.00 * 4-Nitrophenyl sulfate [c]
No genes",NA,"Transport, extracellular",N/A,2
4NPHSULT,4-Nitrophenol Sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 4-nitrophenolate [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 4-Nitrophenyl sulfate [c]
SULT1A1",SULT1A1,Cytochrome metabolism,2.8.2.1,4
4NPHte,xenobiotic transport,"1.00 * 4-nitrophenolate [e] --> 1.00 * 4-nitrophenolate [c]
No genes",NA,"Transport, extracellular",N/A,2
4PYRDX,4-Pyridoxal secretion,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 4-pyridoxate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 4-pyridoxate [e]
No genes",NA,"Transport, extracellular",N/A,2
5ADTSTSTERONEGLCte,glucuronidated compound transport,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 5alpha-Dihydrotestosterone glucuronide [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5alpha-Dihydrotestosterone glucuronide [e]
ABCC1",ABCC1,"Transport, extracellular",N/A,2
5ADTSTSTERONEGLCtr,glucuronidated compound transport,"1.00 * 5alpha-Dihydrotestosterone glucuronide [c] --> 1.00 * 5alpha-Dihydrotestosterone glucuronide [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
5ADTSTSTERONESte,sulfonated testosterone transport,"1.00 * 5alpha-Dihydrotestosterone sulfate [c] --> 1.00 * 5alpha-Dihydrotestosterone sulfate [e]
No genes",NA,"Transport, extracellular",N/A,1
5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 5alpha-Dihydrotestosterone sulfate [c]
SULT1A1; SULT2A1",SULT1A1; SULT2A1,Steroid metabolism,2.8.2.2,4
5ADTSTSTERONEte,5 alpha dihydrotesterone transport,"1.00 * 17beta-hydroxy-5alpha-androstan-3-one [e] --> 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c]
No genes",NA,"Transport, extracellular",N/A,1
5ADTSTSTERONEtr,5 alpha dihydrotesterone intracellular transport,"1.00 * 17beta-hydroxy-5alpha-androstan-3-one [r] --> 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
5AOPtm,5-Aminolevulinate mitochondrial transport,"1.00 * 5-Amino-4-oxopentanoate [c] --> 1.00 * 5-Amino-4-oxopentanoate [m]
No genes",NA,Heme synthesis,N/A,2
5DHFtl,"5-glutamyl-DHF transport, lysosomal","1.00 * pentaglutamyl folate (DHF) [c] --> 1.00 * pentaglutamyl folate (DHF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
5FTHFt2,5-formyltetrahydrofolate transport via anion exchange,"1.00 * Water [c] + 1.00 * 5-formyltetrahydrofolate(2-) [e] --> 1.00 * 5-formyltetrahydrofolate(2-) [c] + 1.00 * Water [e]
SLC19A1",SLC19A1,"Transport, extracellular",N/A,4
5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,"1.00 * proton [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * carbon dioxide [c] + 1.00 * serotonin(1+) [c]
DDC",DDC,Tryptophan metabolism,4.1.1.28,4
5HOMEPRAZOLEte,xenobiotic transport,"1.00 * 5 hydroxy omeprazole [e] --> 1.00 * 5 hydroxy omeprazole [c]
No genes",NA,"Transport, extracellular",N/A,2
5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * proton [c] + 1.00 * 5-Hydroxyindoleacetate [c]
AOX1",AOX1,Tryptophan metabolism,1.2.3.1,2
5HOXINDACTOXm,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito),"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 5-Hydroxyindoleacetate [m]
ALDH1B1; ALDH2; ALDH4A1",ALDH1B1; ALDH2; ALDH4A1,Tryptophan metabolism,1.5.1.12,2
5HOXINOXDA,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * serotonin(1+) [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [c]
MAOA; MAOB",MAOA; MAOB,Tryptophan metabolism,1.4.3.4,4
5HTRPDOX,"5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)","1.00 * O2 [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * 5-hydroxy-N-formylkynurenine [c]
IDO1",IDO1,Tryptophan metabolism,1.13.11.52,1
5HTRPVESSEC,5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven),"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5-hydroxy-L-tryptophan [e]
SLC18A1; SLC18A2",SLC18A1; SLC18A2,"Transport, extracellular",N/A,4
5HXKYNDCL,5-Hydroxykynurenamine decarboxy-lyase,"1.00 * proton [c] + 1.00 * 5-hydroxykynurenine [c] --> 1.00 * carbon dioxide [c] + 1.00 * 5-Hydroxykynurenamine [c]
DDC",DDC,Tryptophan metabolism,4.1.1.28,1
5HXKYNOXDA,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),"1.00 * O2 [c] + 1.00 * 5-Hydroxykynurenamine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 4,6-Dihydroxyquinoline [c]
MAOA; MAOB",MAOA; MAOB,Tryptophan metabolism,1.4.3.4,1
5MTHFt,5-Methyltetrahydrofolate transport via receptor binding and protolysis,"1.00 * 5-Methyltetrahydrofolate [e] --> 1.00 * 5-Methyltetrahydrofolate [c]
FOLR1",FOLR1,"Transport, extracellular",N/A,4
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,"1.00 * Water [c] + 1.00 * 5-Methyltetrahydrofolate [e] --> 1.00 * Water [e] + 1.00 * 5-Methyltetrahydrofolate [c]
SLC19A1",SLC19A1,"Transport, extracellular",N/A,4
5THFtl,"5-glutamyl-THF transport, lysosomal","1.00 * pentaglutamyl folate (THF) [c] --> 1.00 * pentaglutamyl folate (THF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
5THFtm,"5-glutamyl-THF transport,m mitochondrial","1.00 * pentaglutamyl folate (THF) [m] --> 1.00 * pentaglutamyl folate (THF) [c]
No genes",NA,"Transport, mitochondrial",N/A,2
6DHFtl,"6-glutamyl-DHF transport, lysosomal","1.00 * hexaglutamyl folate (DHF) [c] --> 1.00 * hexaglutamyl folate (DHF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
6DHFtm,"6-glutamyl-DHF transport,m mitochondrial","1.00 * hexaglutamyl folate (DHF) [m] --> 1.00 * hexaglutamyl folate (DHF) [c]
No genes",NA,"Transport, mitochondrial",N/A,2
6HTSTSTERONEte,hydroxylated testosterone transport,"1.00 * 6 beta hydroxy testosterone [c] --> 1.00 * 6 beta hydroxy testosterone [e]
No genes",NA,"Transport, extracellular",N/A,2
6HTSTSTERONEtr,hydroxylated testosterone transport,"1.00 * 6 beta hydroxy testosterone [c] --> 1.00 * 6 beta hydroxy testosterone [r]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
6THFtl,"6-glutamyl-THF transport, lysosomal","1.00 * hexaglutamyl folate  (THF) [c] --> 1.00 * hexaglutamyl folate  (THF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
6THFtm,"6-glutamyl-THF transport,m mitochondrial","1.00 * hexaglutamyl folate  (THF) [m] --> 1.00 * hexaglutamyl folate  (THF) [c]
No genes",NA,"Transport, mitochondrial",N/A,2
7DHCHSTEROLtr,cholesterol precursor intracellular transport,"1.00 * cholesta-5,7-dien-3beta-ol [r] --> 1.00 * cholesta-5,7-dien-3beta-ol [c]
No genes",NA,"Transport, endoplasmic reticular",N/A,2
7DHFtl,"7-glutamyl-DHF transport, lysosomal","1.00 * heptaglutamyl folate (DHF) [c] --> 1.00 * heptaglutamyl folate (DHF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
7DHFtm,"7-glutamyl-DHF transport,m mitochondrial","1.00 * heptaglutamyl folate (DHF) [m] --> 1.00 * heptaglutamyl folate (DHF) [c]
No genes",NA,"Transport, mitochondrial",N/A,2
7THFtl,"7-glutamyl-THF transport, lysosomal","1.00 * heptaglutamyl folate (THF) [c] --> 1.00 * heptaglutamyl folate (THF) [l]
No genes",NA,"Transport, lysosomal",N/A,2
7THFtm,"7-glutamyl-THF transport,m mitochondrial","1.00 * heptaglutamyl folate (THF) [m] --> 1.00 * heptaglutamyl folate (THF) [c]
No genes",NA,"Transport, mitochondrial",N/A,2
A_MANASE,alpha-mannosidase,"2.00 * Water [c] + 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [c] --> 2.00 * D-Mannose [c] + 1.00 * beta-1,4-mannose-N-acetylglucosamine [c]
MAN2C1",MAN2C1,N-glycan degradation,3.2.1.24,0
A_MANASEly,"alpha-mannosidase, lysosomal","2.00 * Water [l] + 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [l] --> 2.00 * D-Mannose [l] + 1.00 * beta-1,4-mannose-N-acetylglucosamine [l]
MAN2B1",MAN2B1,N-glycan degradation,3.2.1.24,0
A4GALTc,Lactosylceramide 4-alpha-galactosyltransferase,"1.00 * galactosyl glucosyl ceramide [c] + 1.00 * UDP-D-galactose(2-) [c] --> 1.00 * proton [c] + 1.00 * trihexosyl ceramide [c] + 1.00 * UDP [c]
A4GALT",A4GALT,Sphingolipid metabolism,2.4.1.228,4
A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,"1.00 * galactosyl glucosyl ceramide [g] + 1.00 * UDP-D-galactose(2-) [g] --> 1.00 * proton [g] + 1.00 * trihexosyl ceramide [g] + 1.00 * UDP [g]
A4GALT",A4GALT,Sphingolipid metabolism,2.4.1.228,4
A4GNT1g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * T antigen (core 1) [g] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GlcNAc-alpha-1,4-Core 1 [g]
A4GNT",A4GNT,O-glycan synthesis,N/A,0
A4GNT2g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus","1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Core 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GlcNAc-alpha-1,4-Core 2 [g]
A4GNT",A4GNT,O-glycan synthesis,N/A,0
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetoacetate [c] --> 1.00 * Acetoacetyl-CoA [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c]
AACS",AACS,Propanoate metabolism,6.2.1.16,4
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * ammonioacetone [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * methylglyoxal [c]
AOC3",AOC3,"Glycine, serine, alanine and threonine metabolism",1.4.3.6,4
AACTtm,Aminoacetone transport (mitochondrial),"1.00 * ammonioacetone [m] --> 1.00 * ammonioacetone [c]
No genes",NA,"Transport, mitochondrial",N/A,1
AASAD3m,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial","1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-allysine [m] --> 2.00 * proton [m] + 1.00 * L-2-aminoadipate(1-) [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m]
No genes",NA,Lysine metabolism,N/A,2
AATAi,"2-aminoadipate transaminase, irreversible","1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",AADAT,Lysine metabolism,2.6.1.39,4
ABO1g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * Type IH glycolipid [g] + 1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IA glycolipid [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO2g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-D-galactose(2-) [g] + 1.00 * Type IH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IB glycolipid [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO3g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-D-galactose(2-) [g] + 1.00 * Type IIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO4g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Type IIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO5g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Type IIIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IIIA glycolipid [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO6g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * VI2Fuc-nLc6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO7g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IIIAb [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO8g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","1.00 * UDP-D-galactose(2-) [g] + 1.00 * VI2Fuc-nLc6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g]
ABO",ABO,Blood group synthesis,N/A,4
ABO9g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)","2.00 * UDP-D-galactose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] --> 2.00 * proton [g] + 2.00 * UDP [g] + 1.00 * (Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g]
ABO",ABO,Blood group synthesis,N/A,4
ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)","1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",ABAT,Glutamate metabolism,2.6.19.4,4
ABTD,L-arabinitol 4-dehydrogenase,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * L-arabinitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * L-xylulose [c]
No genes",NA,Pentose phosphate pathway,1.1.1.12,2
ABTti,L-arabinitol transport via passive diffusion,"1.00 * L-arabinitol [c] --> 1.00 * L-arabinitol [e]
No genes",NA,"Transport, extracellular",N/A,2
ABUTD,Aminobutyraldehyde dehydrogenase,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 4-Aminobutanal [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 4-Aminobutanoate [c]
ALDH9A1",ALDH9A1,beta-Alanine metabolism,1.2.1.19,4
ABUTt2r,4-aminobutyrate reversible transport in via proton symport,"1.00 * proton [e] + 1.00 * 4-Aminobutanoate [e] --> 1.00 * proton [c] + 1.00 * 4-Aminobutanoate [c]
SLC36A1",SLC36A1,"Transport, extracellular",N/A,2
ABUTt2rL,4-aminobutyrate reversible transport in via proton symport (lysosome),"1.00 * 4-Aminobutanoate [l] + 1.00 * proton [l] --> 1.00 * proton [c] + 1.00 * 4-Aminobutanoate [c]
SLC36A1",SLC36A1,"Transport, lysosomal",N/A,4
ABUTt4_2_r,4-aminobutyrate reversible transport in via sodium symport (1:2),"2.00 * Sodium [e] + 1.00 * 4-Aminobutanoate [e] --> 2.00 * Sodium [c] + 1.00 * 4-Aminobutanoate [c]
SLC6A1; SLC6A11; SLC6A12; SLC6A13",SLC6A1; SLC6A11; SLC6A12; SLC6A13,"Transport, extracellular",N/A,4
ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",ACAA2; ACAT1; HADHB,"Valine, leucine, and isoleucine metabolism",2.3.1.9,4
ACACT1r,acetyl-CoA C-acetyltransferase,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",ACAT3,Tryptophan metabolism,2.3.1.9,0
ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [m] --> 1.00 * Coenzyme A [m] + 1.00 * Acetoacetyl-CoA [m]
ACAT1; HADHA; HADHB",ACAT1; HADHA; HADHB,Tryptophan metabolism,2.3.1.9,0
ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial","2.00 * Acetyl-CoA [x] --> 1.00 * Acetoacetyl-CoA [x] + 1.00 * Coenzyme A [x]
ACAT3",ACAT3,Cholesterol metabolism,2.3.1.9,4
ACACt2,acetoacetate transport via proton symport,"1.00 * proton [e] + 1.00 * acetoacetate [e] --> 1.00 * proton [c] + 1.00 * acetoacetate [c]
SLC16A1; SLC16A7",SLC16A1; SLC16A7,"Transport, extracellular",N/A,4
ACACt2m,Acetoacetate mitochondrial transport via H+ symport,"1.00 * proton [c] + 1.00 * acetoacetate [c] --> 1.00 * proton [m] + 1.00 * acetoacetate [m]
SLC16A1",SLC16A1,"Transport, mitochondrial",N/A,4
ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxodecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxododecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxotetradecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-oxopalmitoyl-CoA(4-) [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACT8p,"acetyl-CoA acyltransferase (hexadecanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxooctadecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Palmitoyl-CoA (n-C16:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACT9p,"acetyl-CoA acyltransferase (tetracosanoyl-CoA), peroxisomal","1.00 * Coenzyme A [x] + 1.00 * 3-Oxohexacosyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * tetracosanoyl-CoA  (n-C24:0CoA) [x]
ACAA1B",ACAA1B,Fatty acid oxidation,2.3.1.16,4
ACACtx,acetoacetate intracellular transport unknown mechanism,"1.00 * acetoacetate [c] --> 1.00 * acetoacetate [x]
No genes",NA,"Transport, peroxisomal",N/A,1
