ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,GENE_ASSOCIATION (SYMBOL),LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR08580,,H2O[c] + maltotriose[c] => fructose[c] + maltose[c],3.2.1.1,ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480,LYZL1 or AMY1B or AMY1C or AMY1A or AMY2B or AMY2A,,,,,vmhreaction/HMR_8580;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08582,,H2O[c] + maltose[c] => 2 fructose[c],3.2.1.1,ENSG00000120563 or ENSG00000174876 or ENSG00000187733 or ENSG00000237763 or ENSG00000240038 or ENSG00000243480,LYZL1 or AMY1B or AMY1C or AMY1A or AMY2B or AMY2A,,,,,vmhreaction/HMR_8582;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08587,maltose glucohydrolase,H2O[c] + maltose[c] => 2 glucose[c],3.2.1.20,ENSG00000214013 or ENSG00000257335,GANC or MGAM,,,,,kegg.reaction/R00028;bigg.reaction/MALT;vmhreaction/MALT;metanetx.reaction/MNXR101350;rhea/68796;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08589,maltose glucohydrolase,H2O[l] + maltose[l] => 2 glucose[l],3.2.1.20,ENSG00000171298,GAA,,,,,kegg.reaction/R00028;bigg.reaction/MALTly;vmhreaction/MALTly;metanetx.reaction/MNXR101350;rhea/68796;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08583,"1,4-alpha-D-Glucan glucohydrolase",8 H2O[e] + starch structure 1[e] => 8 glucose[e] + starch structure 2[e],3.2.1.3,ENSG00000257335,MGAM,,,,,kegg.reaction/R01790;bigg.reaction/AMY1e;vmhreaction/AMY1e;metanetx.reaction/MNXR107171;metanetx.reaction/MNXR95832;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08584,,H2O[e] + starch structure 2[e] => glucose[e] + maltose[e],3.2.1.10,ENSG00000090402,SI,,,,,bigg.reaction/O16G2e;vmhreaction/O16G2e;metanetx.reaction/MNXR102084;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR08585,3-phospho-D-glyceroyl-phosphate:alpha-D-glucose-1-phosphate 6-phosphotransferase,"1,3-bisphospho-D-glycerate[c] + glucose-1-phosphate[c] => 3-phospho-D-glycerate[c] + glucose-1,6-bisphosphate[c]",2.7.1.106,ENSG00000165434,PGM2L1,,,,,kegg.reaction/R01660;vmhreaction/HMR_8585;metanetx.reaction/MNXR107111;rhea/16770;rhea/16769;sbo/SBO:0000176,Starch and sucrose metabolism,,,,0
MAR03944,UTP:alpha-D-glucose-1-phosphate uridylyltransferase,glucose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-glucose[c],2.7.7.9,ENSG00000169764,UGP2,,,,,kegg.reaction/R00289;bigg.reaction/GALUi;vmhreaction/GALU;metanetx.reaction/MNXR100022;rhea/19889;sbo/SBO:0000176,Galactose metabolism,,,PMID:223665;PMID:4433565;PMID:4436332;PMID:6318818;PMID:6320876;PMID:8612650,0
MAR04128,UDP-glucose 4-epimerase,UDP-galactose[c] <=> UDP-glucose[c],5.1.3.2,ENSG00000117308,GALE,,,,,kegg.reaction/R00291;bigg.reaction/UDPG4E;vmhreaction/UDPG4E;metanetx.reaction/MNXR105057;rhea/22168;sbo/SBO:0000176,Galactose metabolism,,,PMID:191453;PMID:845161,0
MAR04130,,ATP[c] + galactose[c] => ADP[c] + alpha-D-galactose-1-phosphate[c] + H+[c],2.7.1.6,ENSG00000108479 or ENSG00000156958,GALK1 or GALK2,,,,,bigg.reaction/GALKr;vmhreaction/GALK;metanetx.reaction/MNXR99985;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR04131,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,glucose-1-phosphate[c] + UDP-galactose[c] <=> alpha-D-galactose-1-phosphate[c] + UDP-glucose[c],2.7.7.12,ENSG00000213930,GALT,,,,,kegg.reaction/R00955;bigg.reaction/UGLT;vmhreaction/UGLT;metanetx.reaction/MNXR105090;rhea/13989;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR04132,UDP-glucose:alpha-D-galactose-1-phosphate uridylyltransferase,galactose-1-phosphate[c] + UDP-glucose[c] => glucose-1-phosphate[c] + UDP-galactose[c],2.7.7.12,ENSG00000213930,GALT,,,,,kegg.reaction/R00955;vmhreaction/UGLT;metanetx.reaction/MNXR105090;rhea/13989;sbo/SBO:0000176,Galactose metabolism,,,PMID:10993714,0
MAR04303,sucrose glucohydrolase,H2O[e] + sucrose[e] => fructose[e] + glucose[e],3.2.1.10;3.2.1.20;3.2.1.48,ENSG00000090402 or ENSG00000171298 or ENSG00000214013 or ENSG00000257335,SI or GAA or GANC or MGAM,,,,,kegg.reaction/R00801;bigg.reaction/SUCRe;vmhreaction/SUCRe;metanetx.reaction/MNXR104638;sbo/SBO:0000176,Galactose metabolism,,,PMID:12055199,0
MAR04414,ATP:alpha-D-galactose 1-phosphotransferase,ATP[c] + galactose[c] => ADP[c] + galactose-1-phosphate[c] + H+[c],2.7.1.6,ENSG00000108479 or ENSG00000156958 or ENSG00000166262,GALK1 or GALK2 or FAM227B,,,,,kegg.reaction/R01092;vmhreaction/GALK;metanetx.reaction/MNXR99985;rhea/13553;sbo/SBO:0000176,Galactose metabolism,,,PMID:8908517,0
MAR04415,Lactose galactohydrolase,H2O[e] + lactose[e] => galactose[e] + glucose[e],3.2.1.23;3.2.1.108,ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167,LCT and GLB1L and GLB1 and TMPPE,,,,,kegg.reaction/R01100;bigg.reaction/LACZe;vmhreaction/LACZe;metanetx.reaction/MNXR101000;rhea/10076;sbo/SBO:0000176,Galactose metabolism,,,PMID:6786877,0
MAR04416,Galactosylglycerol galactohydrolase,galactosylglycerol[e] + H2O[e] => galactose[e] + glycerol[e],3.2.1.22;3.2.1.23,ENSG00000102393 or ENSG00000170266 or ENSG00000241343,GLA or GLB1 or RPL36A,,,,,kegg.reaction/R01104;vmhreaction/r0627;metanetx.reaction/MNXR100115;sbo/SBO:0000176,Galactose metabolism,,,PMID:3569296,0
MAR04831,Lactose:(acceptor) 3-oxidoreductase,lactose[e] + NAD+[e] <=> 3-ketolactose[e] + H+[e] + NADH[e],1.1.99.13,,,,,,,kegg.reaction/R01680;vmhreaction/HMR_4831;metanetx.reaction/MNXR107115;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR04832,3-Ketolactose galactohydrolase,3-keto-beta-D-galactose[e] + glucose[e] <=> 3-ketolactose[e] + H2O[e],3.2.1.23,ENSG00000115850 and ENSG00000163521 and ENSG00000170266 and ENSG00000188167,LCT and GLB1L and GLB1 and TMPPE,,,,,kegg.reaction/R04783;vmhreaction/r0737;metanetx.reaction/MNXR105374;metanetx.reaction/MNXR109113;sbo/SBO:0000176,Galactose metabolism,,,PMID:3109378,0
MAR07674,UDP-alpha-D-galactose:D-glucose 4-beta-D-galactosyltransferase,glucose[g] + UDP-galactose[g] => H+[g] + lactose[g] + UDP[g],2.4.1.22,ENSG00000086062 or ENSG00000117411 or ENSG00000167531,B4GALT1 or B4GALT2 or LALBA,,,,,kegg.reaction/R00503;bigg.reaction/UGALGTg;vmhreaction/UGALGTg;metanetx.reaction/MNXR105080;rhea/12404;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR08761,ATP:D-tagatose 6-phosphotransferase,ATP[c] + D-tagatose[c] => ADP[c] + D-tagatose-6-phosphate[c] + H+[c],2.7.1.3,ENSG00000138030,KHK,,,,,kegg.reaction/R02927;bigg.reaction/KHK3;vmhreaction/HMR_8761;metanetx.reaction/MNXR100938;rhea/15513;sbo/SBO:0000176,Galactose metabolism,,,PMID:33715524,0
MAR08762,,D-tagatose-6-phosphate[c] <=> DHAP[c] + glyceraldehyde[c],4.1.2.13,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,ALDOC or ALDOB or ALDOA,,,,,bigg.reaction/FBP26;vmhreaction/HMR_8762;metanetx.reaction/MNXR99466;sbo/SBO:0000176,Galactose metabolism,,,PMID:33715524,0
MAR08764,,H2O[l] + lactose[l] => galactose[l] + glucose[l],3.2.1.108,ENSG00000115850,LCT,,,,,kegg.reaction/R06114;bigg.reaction/LACZly;vmhreaction/LACZly;metanetx.reaction/MNXR101000;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR08766,galactitol:NADP+ 1-oxidoreductase,galactose[c] + H+[c] + NADPH[c] <=> galactitol[c] + NADP+[c],1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,kegg.reaction/R01095;bigg.reaction/GALSIDEtl;vmhreaction/GALOR;metanetx.reaction/MNXR100012;rhea/37967;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR08767,UTP:alpha-D-galactose-1-phosphate uridylyltransferase,alpha-D-galactose-1-phosphate[c] + H+[c] + UTP[c] => PPi[c] + UDP-galactose[c],2.7.7.12,ENSG00000213930,GALT,,,,,kegg.reaction/R00502;bigg.reaction/GALt2_2;vmhreaction/GALT;metanetx.reaction/MNXR100027;rhea/14209;sbo/SBO:0000176,Galactose metabolism,,,,0
MAR00454,ATP:D-glyceraldehyde 3-phosphotransferase,ATP[c] + glyceraldehyde[c] => ADP[c] + D-glyceraldehyde 3-phosphate[c] + H+[c],2.7.1.28,,,,,,,kegg.reaction/R01059;bigg.reaction/TRIOK;vmhreaction/TRIOK;metanetx.reaction/MNXR104940;rhea/13941;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:12125098,0
MAR04297,,"ATP[c] + fructose-6-phosphate[c] => ADP[c] + fructose-2,6-bisphosphate[c] + H+[c]",2.7.1.105,ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525,PFKFB4 or PFKFB2 or PFKFB1 or PFKFB3,,,,,kegg.reaction/R00757;bigg.reaction/PFK26;vmhreaction/PFK26;metanetx.reaction/MNXR102508;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:7506254;PMID:7688733,0
MAR04310,ATP:D-fructose 1-phosphotransferase,ATP[c] + fructose[c] => ADP[c] + fructose-1-phosphate[c] + H+[c],2.7.1.3,ENSG00000138030,KHK,,,,,kegg.reaction/R00866;bigg.reaction/KHK;vmhreaction/KHK;metanetx.reaction/MNXR100936;rhea/18145;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:2996495;PMID:7833921,0
MAR04315,D-Glucitol:NAD+ 2-oxidoreductase,D-glucitol[c] + NAD+[c] <=> fructose[c] + H+[c] + NADH[c],1.1.1.14,ENSG00000140263,SORD,,,,,kegg.reaction/R00875;vmhreaction/SBTD_D2;metanetx.reaction/MNXR104283;rhea/33031;sbo/SBO:0000176,Fructose and mannose metabolism,,,,0
MAR04316,D-Glucitol:NADP+ 1-oxidoreductase,D-glucitol[c] + NADP+[c] <=> glucose[c] + H+[c] + NADPH[c],1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,kegg.reaction/R01787;vmhreaction/SBTR;metanetx.reaction/MNXR104287;sbo/SBO:0000176,Fructose and mannose metabolism,,,,0
MAR04317,,ATP[c] + D-glucitol[c] => ADP[c] + H+[c] + sorbitol-3-phosphate[c],2.7.1.-,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,FAM20B or FN3KRP or NOL9 or FN3K or FGGY,,,,,vmhreaction/RE2782C;metanetx.reaction/MNXR103725;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:2211634,0
MAR04318,,ATP[c] + fructose[c] => ADP[c] + fructose-3-phosphate[c] + H+[c],2.7.1.-,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,FAM20B or FN3KRP or NOL9 or FN3K or FGGY,,,,,vmhreaction/HMR_4318;sbo/SBO:0000176,Fructose and mannose metabolism,,,,0
MAR04319,ATP:D-fructose 6-phosphotransferase,ATP[c] + fructose[c] => ADP[c] + fructose-6-phosphate[c] + H+[c],2.7.1.1,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,HKDC1 or HK1 or HK2 or HK3,,,,,kegg.reaction/R00760;bigg.reaction/HEX7;vmhreaction/HEX7;metanetx.reaction/MNXR100614;rhea/16125;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
MAR04320,,"ATP[c] + mannose-1-phosphate[c] => ADP[c] + D-mannose-1,6-bisphosphate[c] + H+[c]",2.7.1.-,ENSG00000116199 or ENSG00000141560 or ENSG00000162408 or ENSG00000167363 or ENSG00000172456,FAM20B or FN3KRP or NOL9 or FN3K or FGGY,,,,,vmhreaction/RE1508C;metanetx.reaction/MNXR103514;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:10085245,0
MAR04356,D-fructose 1-phosphate D-glyceraldehyde-3-phosphate-lyase,DHAP[c] + glyceraldehyde[c] => fructose-1-phosphate[c],4.1.2.13,ENSG00000109107 or ENSG00000136872 or ENSG00000149925,ALDOC or ALDOB or ALDOA,,,,,kegg.reaction/R02568;bigg.reaction/FBA2;vmhreaction/FBA2;metanetx.reaction/MNXR99460;rhea/30851;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:5114731;PMID:5655259;PMID:6054986,0
MAR04383,D-mannose-6-phosphate aldose-ketose-isomerase,fructose-6-phosphate[c] <=> mannose-6-phosphate[c],5.3.1.8,ENSG00000178802,MPI,,,,,kegg.reaction/R00772;bigg.reaction/MAN6PI;vmhreaction/MAN6PI;metanetx.reaction/MNXR101382;metanetx.reaction/MNXR106679;rhea/12356;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:10571009;PMID:12231825;PMID:15033941;PMID:2085314;PMID:7702210;PMID:8381960,0
MAR04385,"D-mannose 6-phosphate 1,6-phosphomutase",mannose-6-phosphate[c] => mannose-1-phosphate[c],5.4.2.8,ENSG00000100413 or ENSG00000100417 or ENSG00000140650,POLR3H or PMM1 or PMM2,,,,,kegg.reaction/R01818;bigg.reaction/PMANM;vmhreaction/PMANM;metanetx.reaction/MNXR101729;rhea/11140;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:10593562;PMID:12889654;PMID:15361947,0
MAR04386,GDP:D-mannose-1-phosphate guanylyltransferase,GDP[c] + H+[c] + mannose-1-phosphate[c] => GDP-mannose[c] + Pi[c],2.7.7.22;2.7.7.13,ENSG00000164068 or ENSG00000173540,RNF123 or GMPPB,,,,,kegg.reaction/R00883;bigg.reaction/MAN1PT2;vmhreaction/MAN1PT2;metanetx.reaction/MNXR101376;rhea/12905;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:13876695,0
MAR04387,GTP:alpha-D-mannose-1-phosphate guanylyltransferase,GTP[c] + H+[c] + mannose-1-phosphate[c] => GDP-mannose[c] + PPi[c],2.7.7.13,ENSG00000173540,GMPPB,,,,,kegg.reaction/R00885;vmhreaction/r0208;metanetx.reaction/MNXR101375;rhea/15229;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:10025667;PMID:8549746;PMID:9451026,0
MAR04399,"GDP-alpha-D-mannose 4,6-hydro-lyase (GDP-4-dehydro-alpha-D-rhamnose-forming)",GDP-mannose[c] => GDP-4-dehydro-6-deoxy-D-mannose[c] + H2O[c],4.2.1.47,ENSG00000112699,GMDS,,,,,kegg.reaction/R00888;bigg.reaction/GMAND;vmhreaction/GMAND;metanetx.reaction/MNXR100377;rhea/23820;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:9893952,0
MAR04400,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADH[c] => GDP-L-fucose[c] + NAD+[c],1.1.1.271,ENSG00000104522,TSTA3,,,,,kegg.reaction/R05692;vmhreaction/r0782;metanetx.reaction/MNXR100108;metanetx.reaction/MNXR105384;rhea/18885;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:10410995;PMID:2428310;PMID:9603974,0
MAR04401,GTP:beta-L-fucose-1-phosphate guanylyltransferase,GTP[c] + H+[c] + L-fucose-1-phosphate[c] => GDP-L-fucose[c] + PPi[c],2.7.7.30,ENSG00000116783 or ENSG00000254685,TNNI3K or FPGT,,,,,kegg.reaction/R01951;bigg.reaction/F1PGT;vmhreaction/F1PGT;metanetx.reaction/MNXR99061;rhea/13549;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:5646162;PMID:6251080,0
MAR04402,ATP:6-deoxy-L-galactose 1-phosphotransferase,6-deoxy-L-galactose[c] + ATP[c] <=> ADP[c] + H+[c] + L-fucose-1-phosphate[c],2.7.1.52,ENSG00000157353,FUK,,,,,kegg.reaction/R03161;bigg.reaction/FK;vmhreaction/FK;metanetx.reaction/MNXR107992;metanetx.reaction/MNXR99595;rhea/13241;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:12056818;PMID:12413479,0
MAR04403,L-fucose aldose-ketose-isomerase,6-deoxy-L-galactose[c] => L-fuculose[c],5.3.1.25,,,,,,,kegg.reaction/R03163;vmhreaction/r0598;metanetx.reaction/MNXR107994;metanetx.reaction/MNXR99468;rhea/17233;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:457669;PMID:5050937,0
MAR04490,ATP:D-mannose 6-phosphotransferase,ATP[c] + mannose[c] => ADP[c] + H+[c] + mannose-6-phosphate[c],2.7.1.1,ENSG00000156510 or ENSG00000156515 or ENSG00000159399 or ENSG00000160883,HKDC1 or HK1 or HK2 or HK3,,,,,kegg.reaction/R01326;bigg.reaction/HEX4;vmhreaction/HEX4;metanetx.reaction/MNXR95795;rhea/11028;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:16906315;PMID:7061426;PMID:7150652;PMID:8717435,0
MAR04706,"beta-D-fructose-2,6-bisphosphate 2-phosphohydrolase","fructose-2,6-bisphosphate[c] + H2O[c] => fructose-6-phosphate[c] + Pi[c]",3.1.3.46;3.1.3.11,ENSG00000078237 or ENSG00000114268 or ENSG00000123836 or ENSG00000158571 or ENSG00000170525,TIGAR or PFKFB4 or PFKFB2 or PFKFB1 or PFKFB3,,,,,kegg.reaction/R00763;bigg.reaction/FBP26;vmhreaction/FBP26;metanetx.reaction/MNXR106671;metanetx.reaction/MNXR99466;rhea/17289;sbo/SBO:0000176,Fructose and mannose metabolism,,,PMID:11245921;PMID:12379646;PMID:15170386;PMID:15581487;PMID:16316985;PMID:2837207,0
MAR08768,"GDP-L-fucose:NADP+ 4-oxidoreductase (3,5-epimerizing)",GDP-4-dehydro-6-deoxy-D-mannose[c] + H+[c] + NADPH[c] => GDP-L-fucose[c] + NADP+[c],1.1.1.271,ENSG00000104522,TSTA3,,,,,kegg.reaction/R05692;bigg.reaction/GFUCS;vmhreaction/GFUCS;metanetx.reaction/MNXR100108;rhea/18885;sbo/SBO:0000176,Fructose and mannose metabolism,,,,0
MAR04590,Xylitol:NADP+ 4-oxidoreductase (L-xylulose-forming),H+[c] + L-xylulose[c] + NADPH[c] => NADP+[c] + xylitol[c],1.1.1.10,ENSG00000169738,DCXR,,,,,kegg.reaction/R01904;bigg.reaction/XYLUR;vmhreaction/XYLUR;metanetx.reaction/MNXR105265;rhea/17027;rhea/17025;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,PMID:28341;PMID:4397414;PMID:6821187,0
MAR04591,xylitol:NAD oxidoreductase,NAD+[c] + xylitol[c] => H+[c] + L-xylulose[c] + NADH[c],1.1.1.15,ENSG00000115425 or ENSG00000116353,PECR or MECR,,,,,kegg.reaction/R05831;vmhreaction/XYLTD_Dr;vmhreaction/r0784;metanetx.reaction/MNXR105262;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,PMID:13373783,0
MAR04592,xylitol:NADP+ oxidoreductase,D-xylose[c] + H+[c] + NADPH[c] <=> NADP+[c] + xylitol[c],1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,kegg.reaction/R01431;vmhreaction/HMR_4592;metanetx.reaction/MNXR105261;rhea/27448;rhea/27445;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR04593,xylitol:NAD+ 2-oxidoreductase (D-xylulose-forming),NAD+[c] + xylitol[c] => D-xylulose[c] + H+[c] + NADH[c],1.1.1.9,ENSG00000140263,SORD,,,,,kegg.reaction/R01896;vmhreaction/XYLTD_Dr;vmhreaction/r0784;metanetx.reaction/MNXR105262;rhea/20434;rhea/20433;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR04594,D-xylose:NADP+ 1-oxidoreductase,D-xylose[c] + NADP+[c] => D-xylonolactone[c] + H+[c] + NADPH[c],1.1.1.179,ENSG00000104808,DHDH,,,,,kegg.reaction/R01430;vmhreaction/HMR_4594;metanetx.reaction/MNXR105257;rhea/22000;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR04595,ATP:D-xylulose 5-phosphotransferase,ADP[c] + D-xylulose-5-phosphate[c] + H+[c] <=> ATP[c] + D-xylulose[c],2.7.1.17,ENSG00000093217,XYLB,,,,,kegg.reaction/R01639;vmhreaction/XYLK;metanetx.reaction/MNXR105255;rhea/10964;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08341,L-Arabitol:NADP+ 1-oxidoreductase,H+[c] + L-arabinose[c] + NADPH[c] => L-arabitol[c] + NADP+[c],1.1.1.21;1.1.1.2,ENSG00000053371 or ENSG00000085662 or ENSG00000117448,AKR7A2 or AKR1B1 or AKR1A1,,,,,kegg.reaction/R01759;bigg.reaction/ARABR;vmhreaction/ARABR;metanetx.reaction/MNXR95911;rhea/25229;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08342,L-arabinitol:NAD+ 4-oxidoreductase (L-xylulose-forming),H+[c] + L-xylulose[c] + NADH[c] <=> L-arabitol[c] + NAD+[c],,,,,,,,kegg.reaction/R01903;bigg.reaction/ABTD;vmhreaction/ABTD;metanetx.reaction/MNXR95187;rhea/16381;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08344,L-gulonate:NADP+ 6-oxidoreductase,glucuronate[r] + H+[r] + NADPH[r] <=> L-gulonate[r] + NADP+[r],,ENSG00000117448,AKR1A1,,,,,kegg.reaction/R01481;bigg.reaction/GULNDer;vmhreaction/GULNDer;metanetx.reaction/MNXR100472;rhea/14909;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08352,L-Gulonate:NAD+ 3-oxidoreductase,3-dehydro-L-gulonate[c] + H+[c] + NADH[c] <=> L-gulonate[c] + NAD+[c],,ENSG00000165475,CRYL1,,,,,kegg.reaction/R02640;bigg.reaction/GULN3D;vmhreaction/GULN3D;metanetx.reaction/MNXR100471;rhea/12892;rhea/12889;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08353,3-Dehydro-L-gulonate carboxy-lyase,3-dehydro-L-gulonate[c] + H+[c] <=> CO2[c] + L-xylulose[c],,,,,,,,kegg.reaction/R01905;bigg.reaction/DHAPAx;vmhreaction/DGULND;metanetx.reaction/MNXR97362;rhea/11087;rhea/11084;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08726,ATP:D-ribulose 5-phosphotransferase,ATP[c] + D-ribulose[c] => ADP[c] + H+[c] + ribulose-5-phosphate[c],,ENSG00000171174,RBKS,,,,,kegg.reaction/R01526;bigg.reaction/RBK_Dr;vmhreaction/RBK_D;metanetx.reaction/MNXR103432;rhea/17601;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08727,,H2O[c] + UDP-glucuronate[c] => D-glucuronate 1-phosphate[c] + 2 H+[c] + UMP[c],2.4.1.117,ENSG00000120697,ALG5,,,,,bigg.reaction/UDPG1P;vmhreaction/UDPG1P;metanetx.reaction/MNXR105055;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08728,,D-glucuronate 1-phosphate[c] + H2O[c] => glucuronate[c] + Pi[c],,,,,,,,bigg.reaction/GUR1PP;vmhreaction/GUR1PP;metanetx.reaction/MNXR100480;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR08729,UDP-glucuronate glucuronohydrolase,H2O[c] + UDP-glucuronate[c] => glucuronate[c] + H+[c] + UDP[c],4.1.1.35,ENSG00000115652,UXS1,,,,,kegg.reaction/R08615;bigg.reaction/UDPGNP;vmhreaction/UDPGNP;metanetx.reaction/MNXR105069;rhea/26073;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,,0
MAR06537,L-gulonate:NADP+ 6-oxidoreductase,glucuronate[c] + H+[c] + NADPH[c] <=> L-gulonate[c] + NADP+[c],1.1.1.2,ENSG00000117448,AKR1A1,,,,,kegg.reaction/R01481;vmhreaction/RE0383C;metanetx.reaction/MNXR100472;rhea/14909;sbo/SBO:0000176,Pentose and glucuronate interconversions,,,PMID:1748675,0
MAR01568,Acetaldehyde:NAD+ oxidoreductase,acetaldehyde[c] + H2O[c] + NAD+[c] => acetate[c] + 2 H+[c] + NADH[c],1.2.1.4;1.2.1.5,ENSG00000006534 or ENSG00000108602 or ENSG00000132746 or ENSG00000184254,ALDH3B1 or ALDH3A1 or ALDH3B2 or ALDH1A3,,,,,kegg.reaction/R00710;bigg.reaction/ALDD2x;vmhreaction/ALDD2x;metanetx.reaction/MNXR95749;rhea/25295;rhea/25294;sbo/SBO:0000176,Pyruvate metabolism,,,PMID:11790142;PMID:2060039;PMID:2549038;PMID:4387261;PMID:8155713;PMID:8328987,0
MAR03853,(R)-S-Lactoylglutathione methylglyoxal-lyase (isomerizing),GSH[c] + methylglyoxal[c] => (R)-S-lactoylglutathione[c],4.4.1.5,ENSG00000124767 or ENSG00000167699,GLO1 or GLOD4,,,,,kegg.reaction/R02530;bigg.reaction/LGTHL;vmhreaction/LGTHL;metanetx.reaction/MNXR100355;rhea/19071;rhea/19069;sbo/SBO:0000176,Pyruvate metabolism,,,,0
MAR03854,Lactaldehyde:NAD+ 1-oxidoreductase,H+[c] + methylglyoxal[c] + NADH[c] => lactaldehyde[c] + NAD+[c],1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,kegg.reaction/R02531;vmhreaction/ALCD22_L;metanetx.reaction/MNXR95715;sbo/SBO:0000176,Pyruvate metabolism,,,,0
MAR03855,"Propane-1,2-diol:NADP+ 1-oxidoreductase","H+[c] + lactaldehyde[c] + NADPH[c] => NADP+[c] + propane-1,2-diol[c]",1.1.1.21,ENSG00000085662 or ENSG00000198074,AKR1B1 or AKR1B10,,,,,kegg.reaction/R02577;vmhreaction/HMR_3855;metanetx.reaction/MNXR107414;sbo/SBO:0000176,Pyruvate metabolism,,,,0
MAR03857,(R)-S-Lactoylglutathione hydrolase,(R)-S-lactoylglutathione[c] + H2O[c] => D-lactate[c] + GSH[c] + H+[c],3.1.2.6,ENSG00000063854 or ENSG00000103253,HAGH or HAGHL,,,,,kegg.reaction/R01736;bigg.reaction/GLYOX;vmhreaction/GLYOX;metanetx.reaction/MNXR100353;rhea/25245;sbo/SBO:0000176,Pyruvate metabolism,,,,0
