rxn_code_nodirection,rxn_name_long,subsystem,ind_in_original_recon,rxn_EC_number,genes_associated_with_rxn,rxn_formula,rxn_confidence
3SPYRSP,3-sulfinopyruvate hydrolase (spotaneous reaction),Methionine and cysteine metabolism,86,N/A,,"1.00 * Water [c] + 1.00 * 3-Sulfinopyruvate [c] --> 1.00 * proton [c] + 1.00 * pyruvate [c] + 1.00 * Sulfite [c]
No genes",2
3SPYRSPm,"3-sulfinopyruvate hydrolase (spotaneous reaction), mitochondrial",Methionine and cysteine metabolism,87,N/A,,"1.00 * Water [m] + 1.00 * 3-Sulfinopyruvate [m] --> 1.00 * proton [m] + 1.00 * pyruvate [m] + 1.00 * Sulfite [m]
No genes",2
41R1H2MAE12BOOX,"4-[(1R)-1-Hydroxy-2-(methylamino)ethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,88,1.4.3.4,MAOA; MAOB,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Adrenaline [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c] + 1.00 * methylammonium [c]
MAOA; MAOB",4
41R2A1H12BOOX,"4-[(1R)-2-Amino-1-hydroxyethyl]-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,89,1.4.3.4,MAOA; MAOB,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * Norepinephrine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxymandelaldehyde [c]
MAOA; MAOB",4
42A12BOOX,"4-(2-Aminoethyl)-1,2-benzenediol:oxygen oxidoreductase(deaminating)(flavin-containing)",Tyrosine metabolism,90,1.4.3.6,AOC1; AOC2; AOC3; MAOA; MAOB,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * dopaminium(1+) [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 3,4-Dihydroxyphenylacetaldehyde [c]
AOC1; AOC2; AOC3; MAOA; MAOB",4
4ABUTtm,4-aminobutanoate mitochondrial transport via diffusion,"Transport, mitochondrial",91,N/A,,"1.00 * 4-Aminobutanoate [c] --> 1.00 * 4-Aminobutanoate [m]
No genes",2
4HBZCOAFm,4-hydroxybenzoyl-CoA formation,Ubiquinone synthesis,92,N/A,,"1.00 * Water [m] + 1.00 * Coenzyme A [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * 4-coumaroyl-CoA(4-) [m] --> 1.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 4-hydroxybenoyl-CoA [m] + 1.00 * Acetyl-CoA [m]
No genes",2
4HBZFm,4-hydroxybenzoate formation,Ubiquinone synthesis,93,N/A,,"1.00 * Water [m] + 1.00 * 4-hydroxybenoyl-CoA [m] --> 1.00 * proton [m] + 1.00 * Coenzyme A [m] + 1.00 * 4-hydroxybenzoate [m]
No genes",2
4HDEBRISOQUINEte,xenobiotic transport,"Transport, extracellular",94,N/A,,"1.00 * 4 hydroxy debrisoquine [e] --> 1.00 * 4 hydroxy debrisoquine [c]
No genes",2
4HGLSDm,"L-4-hydroxyglutamate semialdehyde dehydrogenase, mitochondrial",Arginine and Proline Metabolism,95,1.5.1.12,ALDH4A1,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-4-hydroxyglutamic semialdehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * erythro-4-hydroxy-L-glutamate(1-) [m]
ALDH4A1",1
4HOXPACDOX_NADP_,4-Hydroxyphenylacetaldehyde:NADP+ oxidoreductase,Tyrosine metabolism,96,1.2.1.5,ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate [c] + 1.00 * (4-hydroxyphenyl)acetaldehyde [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide phosphate - reduced [c] + 1.00 * 4-hydroxyphenylacetate [c]
ALDH1A3; ALDH3A1; ALDH3B1; ALDH3B3",2
4MOPt2im,4-methyl-2-oxopentanoate mitochondrial transport  via proton symport,"Transport, mitochondrial",97,N/A,,"1.00 * proton [c] + 1.00 * 4-methyl-2-oxopentanoate [c] --> 1.00 * proton [m] + 1.00 * 4-methyl-2-oxopentanoate [m]
No genes",4
4MPTNLte,4-methylpentanal transport,"Transport, extracellular",98,N/A,,"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [e]
No genes",2
4MPTNLtm,4-methylpentanal transport (mitochondria),"Transport, mitochondrial",99,N/A,,"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [m]
No genes",2
4MPTNLtr,4-methylpentanal transport (ER),"Transport, endoplasmic reticular",100,N/A,,"1.00 * 4-methylpentanal [c] --> 1.00 * 4-methylpentanal [r]
No genes",2
4MTOLBUTAMIDEte,xenobiotic transport,"Transport, extracellular",101,N/A,,"1.00 * 4 hydroxy tolbutamide [e] --> 1.00 * 4 hydroxy tolbutamide [c]
No genes",2
4NPHSFte,xenobiotic transport,"Transport, extracellular",102,N/A,,"1.00 * 4-Nitrophenyl sulfate [e] --> 1.00 * 4-Nitrophenyl sulfate [c]
No genes",2
4NPHSULT,4-Nitrophenol Sulfotransferase,Cytochrome metabolism,103,2.8.2.1,SULT1A1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 4-nitrophenolate [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 4-Nitrophenyl sulfate [c]
SULT1A1",4
4NPHte,xenobiotic transport,"Transport, extracellular",104,N/A,,"1.00 * 4-nitrophenolate [e] --> 1.00 * 4-nitrophenolate [c]
No genes",2
4PYRDX,4-Pyridoxal secretion,"Transport, extracellular",105,N/A,,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 4-pyridoxate [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 4-pyridoxate [e]
No genes",2
5ADTSTSTERONEGLCte,glucuronidated compound transport,"Transport, extracellular",106,N/A,ABCC1,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 5alpha-Dihydrotestosterone glucuronide [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5alpha-Dihydrotestosterone glucuronide [e]
ABCC1",2
5ADTSTSTERONEGLCtr,glucuronidated compound transport,"Transport, endoplasmic reticular",107,N/A,,"1.00 * 5alpha-Dihydrotestosterone glucuronide [c] --> 1.00 * 5alpha-Dihydrotestosterone glucuronide [r]
No genes",2
5ADTSTSTERONESte,sulfonated testosterone transport,"Transport, extracellular",108,N/A,,"1.00 * 5alpha-Dihydrotestosterone sulfate [c] --> 1.00 * 5alpha-Dihydrotestosterone sulfate [e]
No genes",1
5ADTSTSTERONESULT,5alpha-Dihydrotestosterone sulfotransferase,Steroid metabolism,109,2.8.2.2,SULT1A1; SULT2A1,"1.00 * (2R,3S,4R,5R)-5-(6-amino-9H-purin-9-yl)-4-hydroxy-2-({[(sulfonatooxy)phosphinato]oxy}methyl)oxolan-3-yl phosphate [c] + 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c] --> 1.00 * proton [c] + 1.00 * adenosine 3',5'-bismonophosphate(4-) [c] + 1.00 * 5alpha-Dihydrotestosterone sulfate [c]
SULT1A1; SULT2A1",4
5ADTSTSTERONEte,5 alpha dihydrotesterone transport,"Transport, extracellular",110,N/A,,"1.00 * 17beta-hydroxy-5alpha-androstan-3-one [e] --> 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c]
No genes",1
5ADTSTSTERONEtr,5 alpha dihydrotesterone intracellular transport,"Transport, endoplasmic reticular",111,N/A,,"1.00 * 17beta-hydroxy-5alpha-androstan-3-one [r] --> 1.00 * 17beta-hydroxy-5alpha-androstan-3-one [c]
No genes",2
5AOPtm,5-Aminolevulinate mitochondrial transport,Heme synthesis,112,N/A,,"1.00 * 5-Amino-4-oxopentanoate [c] --> 1.00 * 5-Amino-4-oxopentanoate [m]
No genes",2
5DHFtl,"5-glutamyl-DHF transport, lysosomal","Transport, lysosomal",113,N/A,,"1.00 * pentaglutamyl folate (DHF) [c] --> 1.00 * pentaglutamyl folate (DHF) [l]
No genes",2
5FTHFt2,5-formyltetrahydrofolate transport via anion exchange,"Transport, extracellular",114,N/A,SLC19A1,"1.00 * Water [c] + 1.00 * 5-formyltetrahydrofolate(2-) [e] --> 1.00 * 5-formyltetrahydrofolate(2-) [c] + 1.00 * Water [e]
SLC19A1",4
5HLTDL,5-Hydroxy-L-tryptophan decarboxy-lyase,Tryptophan metabolism,115,4.1.1.28,DDC,"1.00 * proton [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * carbon dioxide [c] + 1.00 * serotonin(1+) [c]
DDC",4
5HOMEPRAZOLEte,xenobiotic transport,"Transport, extracellular",116,N/A,,"1.00 * 5 hydroxy omeprazole [e] --> 1.00 * 5 hydroxy omeprazole [c]
No genes",2
5HOXINDACTO2OX,5-Hydroxyindoleacetaldehyde:oxygen oxidoreductase,Tryptophan metabolism,117,1.2.3.1,AOX1,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * proton [c] + 1.00 * 5-Hydroxyindoleacetate [c]
AOX1",2
5HOXINDACTOXm,5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase (mito),Tryptophan metabolism,118,1.5.1.12,ALDH1B1; ALDH2; ALDH4A1,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [m] --> 2.00 * proton [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m] + 1.00 * 5-Hydroxyindoleacetate [m]
ALDH1B1; ALDH2; ALDH4A1",2
5HOXINOXDA,5-Hydroxytryptamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,119,1.4.3.4,MAOA; MAOB,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * serotonin(1+) [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * (5-hydroxyindol-3-yl)acetaldehyde [c]
MAOA; MAOB",4
5HTRPDOX,"5-Hydroxy-L-tryptophan:oxygen 2,3-dioxygenase (indole-decyclizing)",Tryptophan metabolism,120,1.13.11.52,IDO1,"1.00 * O2 [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * 5-hydroxy-N-formylkynurenine [c]
IDO1",1
5HTRPVESSEC,5-hydroxy-L-tryptophan secretion via secretory vesicle (ATP driven),"Transport, extracellular",121,N/A,SLC18A1; SLC18A2,"1.00 * Water [c] + 1.00 * ATP [c] + 1.00 * 5-hydroxy-L-tryptophan [c] --> 1.00 * ADP [c] + 1.00 * proton [c] + 1.00 * hydrogenphosphate [c] + 1.00 * 5-hydroxy-L-tryptophan [e]
SLC18A1; SLC18A2",4
5HXKYNDCL,5-Hydroxykynurenamine decarboxy-lyase,Tryptophan metabolism,122,4.1.1.28,DDC,"1.00 * proton [c] + 1.00 * 5-hydroxykynurenine [c] --> 1.00 * carbon dioxide [c] + 1.00 * 5-Hydroxykynurenamine [c]
DDC",1
5HXKYNOXDA,5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing),Tryptophan metabolism,123,1.4.3.4,MAOA; MAOB,"1.00 * O2 [c] + 1.00 * 5-Hydroxykynurenamine [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * 4,6-Dihydroxyquinoline [c]
MAOA; MAOB",1
5MTHFt,5-Methyltetrahydrofolate transport via receptor binding and protolysis,"Transport, extracellular",124,N/A,FOLR1,"1.00 * 5-Methyltetrahydrofolate [e] --> 1.00 * 5-Methyltetrahydrofolate [c]
FOLR1",4
5MTHFt2,5-methyltetrahydrofolate transport via anion exchange,"Transport, extracellular",125,N/A,SLC19A1,"1.00 * Water [c] + 1.00 * 5-Methyltetrahydrofolate [e] --> 1.00 * Water [e] + 1.00 * 5-Methyltetrahydrofolate [c]
SLC19A1",4
5THFtl,"5-glutamyl-THF transport, lysosomal","Transport, lysosomal",126,N/A,,"1.00 * pentaglutamyl folate (THF) [c] --> 1.00 * pentaglutamyl folate (THF) [l]
No genes",2
5THFtm,"5-glutamyl-THF transport,m mitochondrial","Transport, mitochondrial",127,N/A,,"1.00 * pentaglutamyl folate (THF) [m] --> 1.00 * pentaglutamyl folate (THF) [c]
No genes",2
6DHFtl,"6-glutamyl-DHF transport, lysosomal","Transport, lysosomal",128,N/A,,"1.00 * hexaglutamyl folate (DHF) [c] --> 1.00 * hexaglutamyl folate (DHF) [l]
No genes",2
6DHFtm,"6-glutamyl-DHF transport,m mitochondrial","Transport, mitochondrial",129,N/A,,"1.00 * hexaglutamyl folate (DHF) [m] --> 1.00 * hexaglutamyl folate (DHF) [c]
No genes",2
6HTSTSTERONEte,hydroxylated testosterone transport,"Transport, extracellular",130,N/A,,"1.00 * 6 beta hydroxy testosterone [c] --> 1.00 * 6 beta hydroxy testosterone [e]
No genes",2
6HTSTSTERONEtr,hydroxylated testosterone transport,"Transport, endoplasmic reticular",131,N/A,,"1.00 * 6 beta hydroxy testosterone [c] --> 1.00 * 6 beta hydroxy testosterone [r]
No genes",2
6THFtl,"6-glutamyl-THF transport, lysosomal","Transport, lysosomal",132,N/A,,"1.00 * hexaglutamyl folate  (THF) [c] --> 1.00 * hexaglutamyl folate  (THF) [l]
No genes",2
6THFtm,"6-glutamyl-THF transport,m mitochondrial","Transport, mitochondrial",133,N/A,,"1.00 * hexaglutamyl folate  (THF) [m] --> 1.00 * hexaglutamyl folate  (THF) [c]
No genes",2
7DHCHSTEROLtr,cholesterol precursor intracellular transport,"Transport, endoplasmic reticular",134,N/A,,"1.00 * cholesta-5,7-dien-3beta-ol [r] --> 1.00 * cholesta-5,7-dien-3beta-ol [c]
No genes",2
7DHFtl,"7-glutamyl-DHF transport, lysosomal","Transport, lysosomal",135,N/A,,"1.00 * heptaglutamyl folate (DHF) [c] --> 1.00 * heptaglutamyl folate (DHF) [l]
No genes",2
7DHFtm,"7-glutamyl-DHF transport,m mitochondrial","Transport, mitochondrial",136,N/A,,"1.00 * heptaglutamyl folate (DHF) [m] --> 1.00 * heptaglutamyl folate (DHF) [c]
No genes",2
7THFtl,"7-glutamyl-THF transport, lysosomal","Transport, lysosomal",137,N/A,,"1.00 * heptaglutamyl folate (THF) [c] --> 1.00 * heptaglutamyl folate (THF) [l]
No genes",2
7THFtm,"7-glutamyl-THF transport,m mitochondrial","Transport, mitochondrial",138,N/A,,"1.00 * heptaglutamyl folate (THF) [m] --> 1.00 * heptaglutamyl folate (THF) [c]
No genes",2
A_MANASE,alpha-mannosidase,N-glycan degradation,139,3.2.1.24,MAN2C1,"2.00 * Water [c] + 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [c] --> 2.00 * D-Mannose [c] + 1.00 * beta-1,4-mannose-N-acetylglucosamine [c]
MAN2C1",0
A_MANASEly,"alpha-mannosidase, lysosomal",N-glycan degradation,140,3.2.1.24,MAN2B1,"2.00 * Water [l] + 1.00 * (alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine [l] --> 2.00 * D-Mannose [l] + 1.00 * beta-1,4-mannose-N-acetylglucosamine [l]
MAN2B1",0
A4GALTc,Lactosylceramide 4-alpha-galactosyltransferase,Sphingolipid metabolism,141,2.4.1.228,A4GALT,"1.00 * galactosyl glucosyl ceramide [c] + 1.00 * UDP-D-galactose(2-) [c] --> 1.00 * proton [c] + 1.00 * trihexosyl ceramide [c] + 1.00 * UDP [c]
A4GALT",4
A4GALTg,Lactosylceramide 4-alpha-galactosyltransferase,Sphingolipid metabolism,142,2.4.1.228,A4GALT,"1.00 * galactosyl glucosyl ceramide [g] + 1.00 * UDP-D-galactose(2-) [g] --> 1.00 * proton [g] + 1.00 * trihexosyl ceramide [g] + 1.00 * UDP [g]
A4GALT",4
A4GNT1g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",O-glycan synthesis,143,N/A,A4GNT,"1.00 * T antigen (core 1) [g] + 1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GlcNAc-alpha-1,4-Core 1 [g]
A4GNT",0
A4GNT2g,"alpha 1,4-N-acetylglucosaminyltransferase, Golgi apparatus",O-glycan synthesis,144,N/A,A4GNT,"1.00 * UDP-N-acetyl-alpha-D-glucosamine(2-) [g] + 1.00 * Core 2 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * GlcNAc-alpha-1,4-Core 2 [g]
A4GNT",0
AACOAT,Acetoacetyl-CoA:acetate CoA-transferase,Propanoate metabolism,145,6.2.1.16,AACS,"1.00 * ATP [c] + 1.00 * Coenzyme A [c] + 1.00 * acetoacetate [c] --> 1.00 * Acetoacetyl-CoA [c] + 1.00 * AMP [c] + 1.00 * Diphosphate [c]
AACS",4
AACTOOR,Aminoacetone:oxygen oxidoreductase(deaminating)(flavin-containing),"Glycine, serine, alanine and threonine metabolism",146,1.4.3.6,AOC3,"1.00 * Water [c] + 1.00 * O2 [c] + 1.00 * ammonioacetone [c] --> 1.00 * Hydrogen peroxide [c] + 1.00 * Ammonium [c] + 1.00 * methylglyoxal [c]
AOC3",4
AACTtm,Aminoacetone transport (mitochondrial),"Transport, mitochondrial",147,N/A,,"1.00 * ammonioacetone [m] --> 1.00 * ammonioacetone [c]
No genes",1
AASAD3m,"L-aminoadipate-semialdehyde dehydrogenase (NADH), mitochondrial",Lysine metabolism,148,N/A,,"1.00 * Water [m] + 1.00 * Nicotinamide adenine dinucleotide [m] + 1.00 * L-allysine [m] --> 2.00 * proton [m] + 1.00 * L-2-aminoadipate(1-) [m] + 1.00 * Nicotinamide adenine dinucleotide - reduced [m]
No genes",2
AATAi,"2-aminoadipate transaminase, irreversible",Lysine metabolism,149,2.6.1.39,AADAT,"1.00 * L-2-aminoadipate(1-) [c] + 1.00 * 2-Oxoglutarate [c] --> 1.00 * 2-oxoadipate(2-) [c] + 1.00 * L-glutamate(1-) [c]
AADAT",4
ABO1g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,150,N/A,ABO,"1.00 * Type IH glycolipid [g] + 1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IA glycolipid [g]
ABO",4
ABO2g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,151,N/A,ABO,"1.00 * UDP-D-galactose(2-) [g] + 1.00 * Type IH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IB glycolipid [g]
ABO",4
ABO3g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,152,N/A,ABO,"1.00 * UDP-D-galactose(2-) [g] + 1.00 * Type IIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g]
ABO",4
ABO4g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,153,N/A,ABO,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Type IIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)2 (GalNAc)1 (Glc)1 (GlcNAc)1 (LFuc)1 (Cer)1 [g]
ABO",4
ABO5g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,154,N/A,ABO,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * Type IIIH glycolipid [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IIIA glycolipid [g]
ABO",4
ABO6g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,155,N/A,ABO,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * VI2Fuc-nLc6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)3 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g]
ABO",4
ABO7g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,156,N/A,ABO,"1.00 * UDP-N-acetyl-D-galactosamine(2-) [g] + 1.00 * (Gal)4 (GalNAc)1 (Glc)1 (GlcNAc)2 (LFuc)2 (Cer)1 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * Type IIIAb [g]
ABO",4
ABO8g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,157,N/A,ABO,"1.00 * UDP-D-galactose(2-) [g] + 1.00 * VI2Fuc-nLc6 [g] --> 1.00 * proton [g] + 1.00 * UDP [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)2 (LFuc)1 (Cer)1 [g]
ABO",4
ABO9g,"ABO blood group (transferase A, alpha 1-3-N-acetylgalactosaminyltransferase; transferase B, alpha 1-3-galactosyltransferase)",Blood group synthesis,158,N/A,ABO,"2.00 * UDP-D-galactose(2-) [g] + 1.00 * (Gal)4 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g] --> 2.00 * proton [g] + 2.00 * UDP [g] + 1.00 * (Gal)6 (Glc)1 (GlcNAc)3 (LFuc)2 (Cer)1 [g]
ABO",4
ABTArm,"4-aminobutyrate transaminase, reversible (mitochondrial)",Glutamate metabolism,159,2.6.19.4,ABAT,"1.00 * 2-Oxoglutarate [m] + 1.00 * 4-Aminobutanoate [m] --> 1.00 * L-glutamate(1-) [m] + 1.00 * Succinic semialdehyde [m]
ABAT",4
ABTD,L-arabinitol 4-dehydrogenase,Pentose phosphate pathway,160,1.1.1.12,,"1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * L-arabinitol [c] --> 1.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * L-xylulose [c]
No genes",2
ABTti,L-arabinitol transport via passive diffusion,"Transport, extracellular",161,N/A,,"1.00 * L-arabinitol [c] --> 1.00 * L-arabinitol [e]
No genes",2
ABUTD,Aminobutyraldehyde dehydrogenase,beta-Alanine metabolism,162,1.2.1.19,ALDH9A1,"1.00 * Water [c] + 1.00 * Nicotinamide adenine dinucleotide [c] + 1.00 * 4-Aminobutanal [c] --> 2.00 * proton [c] + 1.00 * Nicotinamide adenine dinucleotide - reduced [c] + 1.00 * 4-Aminobutanoate [c]
ALDH9A1",4
ABUTt2r,4-aminobutyrate reversible transport in via proton symport,"Transport, extracellular",163,N/A,SLC36A1,"1.00 * proton [e] + 1.00 * 4-Aminobutanoate [e] --> 1.00 * proton [c] + 1.00 * 4-Aminobutanoate [c]
SLC36A1",2
ABUTt2rL,4-aminobutyrate reversible transport in via proton symport (lysosome),"Transport, lysosomal",164,N/A,SLC36A1,"1.00 * 4-Aminobutanoate [l] + 1.00 * proton [l] --> 1.00 * proton [c] + 1.00 * 4-Aminobutanoate [c]
SLC36A1",4
ABUTt4_2_r,4-aminobutyrate reversible transport in via sodium symport (1:2),"Transport, extracellular",165,N/A,SLC6A1; SLC6A11; SLC6A12; SLC6A13,"2.00 * Sodium [e] + 1.00 * 4-Aminobutanoate [e] --> 2.00 * Sodium [c] + 1.00 * 4-Aminobutanoate [c]
SLC6A1; SLC6A11; SLC6A12; SLC6A13",4
ACACT10m,"acetyl-CoA C-acetyltransferase, mitochondrial","Valine, leucine, and isoleucine metabolism",166,2.3.1.9,ACAA2; ACAT1; HADHB,"1.00 * Coenzyme A [m] + 1.00 * 2-methylacetoacetyl-CoA(4-) [m] --> 1.00 * Acetyl-CoA [m] + 1.00 * Propanoyl-CoA [m]
ACAA2; ACAT1; HADHB",4
ACACT1r,acetyl-CoA C-acetyltransferase,Tryptophan metabolism,167,2.3.1.9,ACAT3,"2.00 * Acetyl-CoA [c] --> 1.00 * Coenzyme A [c] + 1.00 * Acetoacetyl-CoA [c]
ACAT3",0
ACACT1rm,"acetyl-CoA C-acetyltransferase, mitochondrial",Tryptophan metabolism,168,2.3.1.9,ACAT1; HADHA; HADHB,"2.00 * Acetyl-CoA [m] --> 1.00 * Coenzyme A [m] + 1.00 * Acetoacetyl-CoA [m]
ACAT1; HADHA; HADHB",0
ACACT1x,"acetyl-CoA C-acetyltransferase, mitochondrial",Cholesterol metabolism,169,2.3.1.9,ACAT3,"2.00 * Acetyl-CoA [x] --> 1.00 * Acetoacetyl-CoA [x] + 1.00 * Coenzyme A [x]
ACAT3",4
ACACt2,acetoacetate transport via proton symport,"Transport, extracellular",170,N/A,SLC16A1; SLC16A7,"1.00 * proton [e] + 1.00 * acetoacetate [e] --> 1.00 * proton [c] + 1.00 * acetoacetate [c]
SLC16A1; SLC16A7",4
ACACt2m,Acetoacetate mitochondrial transport via H+ symport,"Transport, mitochondrial",171,N/A,SLC16A1,"1.00 * proton [c] + 1.00 * acetoacetate [c] --> 1.00 * proton [m] + 1.00 * acetoacetate [m]
SLC16A1",4
ACACT4p,"acetyl-CoA C-acetyltransferase (octanoyl-CoA), peroxisomal",Fatty acid oxidation,172,2.3.1.16,ACAA1B,"1.00 * Coenzyme A [x] + 1.00 * 3-Oxodecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Octanoyl-CoA (n-C8:0CoA) [x]
ACAA1B",4
ACACT5p,"acetyl-CoA C-acyltransferase (decanoyl-CoA), peroxisomal",Fatty acid oxidation,173,2.3.1.16,ACAA1B,"1.00 * Coenzyme A [x] + 1.00 * 3-Oxododecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Decanoyl-CoA (n-C10:0CoA) [x]
ACAA1B",4
ACACT6p,"acetyl-CoA C-acetyltransferase (dodecanoyl), peroxisomal",Fatty acid oxidation,174,2.3.1.16,ACAA1B,"1.00 * Coenzyme A [x] + 1.00 * 3-Oxotetradecanoyl-CoA [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Dodecanoyl-CoA (n-C12:0CoA) [x]
ACAA1B",4
ACACT7p,"acetyl-CoA acyltransferase (tetradecanoyl-CoA), peroxisomal",Fatty acid oxidation,175,2.3.1.16,ACAA1B,"1.00 * Coenzyme A [x] + 1.00 * 3-oxopalmitoyl-CoA(4-) [x] --> 1.00 * Acetyl-CoA [x] + 1.00 * Tetradecanoyl-CoA (n-C14:0CoA) [x]
ACAA1B",4
