ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR00191,,tridecylic acid[e] => tridecylic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00192,,ATP[c] + CoA[c] + tridecylic acid[c] => AMP[c] + PPi[c] + tridecanoyl-CoA[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00193,Tridecanoyl-CoA hydrolase,H2O[c] + tridecanoyl-CoA[c] => CoA[c] + H+[c] + tridecylic acid[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00194,,ATP[c] + H2O[c] + tridecylic acid[c] => ADP[c] + H+[c] + Pi[c] + tridecylic acid[e],,Abca1,,,,,,Transport reactions,,,,0
MAR00195,,myristic acid[e] => myristic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12856180;PMID:12883891;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00196,,ATP[c] + CoA[c] + myristic acid[c] => AMP[c] + myristoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00197,Myristoyl-CoA hydrolase,H2O[c] + myristoyl-CoA[c] => CoA[c] + H+[c] + myristic acid[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00198,,ATP[c] + H2O[c] + myristic acid[c] => ADP[c] + H+[c] + myristic acid[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00199,,(9E)-tetradecenoic acid[e] => (9E)-tetradecenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00200,,(9E)-tetradecenoic acid[c] + ATP[c] + CoA[c] => (9E)-tetradecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00201,(9E)-tetradecenoyl-CoA hydrolase,(9E)-tetradecenoyl-CoA[c] + H2O[c] => (9E)-tetradecenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00202,,(9E)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (9E)-tetradecenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00203,,(7Z)-tetradecenoic acid[e] => (7Z)-tetradecenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00204,,(7Z)-tetradecenoic acid[c] + ATP[c] + CoA[c] => (7Z)-tetradecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00206,(7Z)-tetradecenoyl-CoA hydrolase,(7Z)-tetradecenoyl-CoA[c] + H2O[c] => (7Z)-tetradecenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00207,,(7Z)-tetradecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-tetradecenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00208,,physeteric acid[e] => physeteric acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00209,,ATP[c] + CoA[c] + physeteric acid[c] => 5-tetradecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00210,5-tetradecenoyl-CoA hydrolase,5-tetradecenoyl-CoA[c] + H2O[c] => CoA[c] + H+[c] + physeteric acid[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00211,,ATP[c] + H2O[c] + physeteric acid[c] => ADP[c] + H+[c] + physeteric acid[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00212,,pentadecylic acid[e] => pentadecylic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00213,,ATP[c] + CoA[c] + pentadecylic acid[c] => AMP[c] + pentadecanoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00214,Pentadecanoyl-CoA hydrolase,H2O[c] + pentadecanoyl-CoA[c] => CoA[c] + H+[c] + pentadecylic acid[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00215,,ATP[c] + H2O[c] + pentadecylic acid[c] => ADP[c] + H+[c] + pentadecylic acid[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00216,,palmitate[e] => palmitate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00217,Palmitate:CoA ligase (AMP-forming),ATP[c] + CoA[c] + palmitate[c] => AMP[c] + palmitoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,PMID:8584017;PMID:10548543;PMID:17379924;PMID:17681178;PMID:10548543,0
MAR00223,Palmitoyl-CoA hydrolase,H2O[c] + palmitoyl-CoA[c] => CoA[c] + H+[c] + palmitate[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00224,,ATP[c] + H2O[c] + palmitate[c] => ADP[c] + H+[c] + palmitate[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00225,,palmitolate[e] => palmitolate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12856180;PMID:12883891;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00226,,ATP[c] + CoA[c] + palmitolate[c] => AMP[c] + palmitoleoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,PMID:8584017;PMID:9784915;PMID:10479480,0
MAR00230,Palmitoleoyl-CoA hydrolase,H2O[c] + palmitoleoyl-CoA[c] => CoA[c] + H+[c] + palmitolate[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00231,,ATP[c] + H2O[c] + palmitolate[c] => ADP[c] + H+[c] + palmitolate[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00232,,7-palmitoleic acid[e] => 7-palmitoleic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00233,,7-palmitoleic acid[c] + ATP[c] + CoA[c] => 7-hexadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00234,7-hexadecenoyl-CoA hydrolase,7-hexadecenoyl-CoA[c] + H2O[c] => 7-palmitoleic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00235,,7-palmitoleic acid[c] + ATP[c] + H2O[c] => 7-palmitoleic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00236,,margaric acid[e] => margaric acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00237,,ATP[c] + CoA[c] + margaric acid[c] => AMP[c] + heptadecanoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00238,Heptadecanoyl-CoA hydrolase,H2O[c] + heptadecanoyl-CoA[c] => CoA[c] + H+[c] + margaric acid[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00239,,ATP[c] + H2O[c] + margaric acid[c] => ADP[c] + H+[c] + margaric acid[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00240,,(10Z)-heptadecenoic acid[e] => (10Z)-heptadecenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00241,,(10Z)-heptadecenoic acid[c] + ATP[c] + CoA[c] => (10Z)-heptadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00242,(10Z)-heptadecenoyl-CoA hydrolase,(10Z)-heptadecenoyl-CoA[c] + H2O[c] => (10Z)-heptadecenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00243,,(10Z)-heptadecenoic acid[c] + ATP[c] + H2O[c] => (10Z)-heptadecenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00244,,9-heptadecylenic acid[e] => 9-heptadecylenic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00245,,9-heptadecylenic acid[c] + ATP[c] + CoA[c] => 9-heptadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00246,9-heptadecenoyl-CoA hydrolase,9-heptadecenoyl-CoA[c] + H2O[c] => 9-heptadecylenic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00247,,9-heptadecylenic acid[c] + ATP[c] + H2O[c] => 9-heptadecylenic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00248,,stearate[e] => stearate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00249,,ATP[c] + CoA[c] + stearate[c] => AMP[c] + PPi[c] + stearoyl-CoA[c],6.2.1.3,Acot2 or Acot4 or Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,PMID:8584017,0
MAR00250,Stearoyl-CoA hydrolase,H2O[c] + stearoyl-CoA[c] => CoA[c] + H+[c] + stearate[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,PMID:10092594;PMID:9153233;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:10578051;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:16940157,0
MAR00252,Transport into the Mitochondria (Carnitine),eicosatrienoylcarnitine[c] <=> eicosatrienoylcarnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00253,,ATP[c] + H2O[c] + stearate[c] => ADP[c] + H+[c] + Pi[c] + stearate[e],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00254,,(13Z)-octadecenoic acid[e] => (13Z)-octadecenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00255,,(13Z)-octadecenoic acid[c] + ATP[c] + CoA[c] => (13Z)-octadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00256,(13Z)-octadecenoyl-CoA hydrolase,(13Z)-octadecenoyl-CoA[c] + H2O[c] => (13Z)-octadecenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00257,,(13Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (13Z)-octadecenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00258,,cis-vaccenic acid[e] => cis-vaccenic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00259,,ATP[c] + cis-vaccenic acid[c] + CoA[c] => AMP[c] + cis-vaccenoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00260,Cis-vaccenoyl-CoA hydrolase,cis-vaccenoyl-CoA[c] + H2O[c] => cis-vaccenic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00261,,ATP[c] + cis-vaccenic acid[c] + H2O[c] => ADP[c] + cis-vaccenic acid[e] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00262,,oleate[e] => oleate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12883891;PMID:12856180;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00263,,ATP[c] + CoA[c] + oleate[c] => AMP[c] + oleoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,PMID:8584017,0
MAR00264,Oleoyl-CoA hydrolase,H2O[c] + oleoyl-CoA[c] => CoA[c] + H+[c] + oleate[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00265,,ATP[c] + H2O[c] + oleate[c] => ADP[c] + H+[c] + oleate[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00266,,elaidate[e] => elaidate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,PMID:12856180;PMID:12883891;PMID:11023036;PMID:1554704;PMID:18021224;PMID:4553030;PMID:793184;PMID:8725559;PMID:8781017;PMID:12739169,0
MAR00267,,ATP[c] + CoA[c] + elaidate[c] => (9E)-octadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00268,(9E)-octadecenoyl-CoA hydrolase,(9E)-octadecenoyl-CoA[c] + H2O[c] => CoA[c] + elaidate[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00269,,ATP[c] + elaidate[c] + H2O[c] => ADP[c] + elaidate[e] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,PMID:16858612,0
MAR00270,,(7Z)-octadecenoic acid[e] => (7Z)-octadecenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00271,,(7Z)-octadecenoic acid[c] + ATP[c] + CoA[c] => (13Z)-octadecenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00272,(7Z)-octadecenoyl-CoA hydrolase,(7Z)-octadecenoyl-CoA[c] + H2O[c] => (7Z)-octadecenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00273,,(7Z)-octadecenoic acid[c] + ATP[c] + H2O[c] => (7Z)-octadecenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00274,,"(6Z,9Z)-octadecadienoic acid[e] => (6Z,9Z)-octadecadienoic acid[c]",,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00275,,"(6Z,9Z)-octadecadienoic acid[c] + ATP[c] + CoA[c] => (6Z,9Z)-octadecadienoyl-CoA[c] + AMP[c] + PPi[c]",6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00276,"(6Z,9Z)-octadecadienoyl-CoA hydrolase","(6Z,9Z)-octadecadienoyl-CoA[c] + H2O[c] => (6Z,9Z)-octadecadienoic acid[c] + CoA[c] + H+[c]",3.1.2.2,Acot1 or Acot13 or Acot7 or Baat or Them4,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00277,,"(6Z,9Z)-octadecadienoic acid[c] + ATP[c] + H2O[c] => (6Z,9Z)-octadecadienoic acid[e] + ADP[c] + H+[c] + Pi[c]",,Abca1,,,,,,Transport reactions,,,,0
MAR00278,,nonadecylic acid[e] => nonadecylic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00279,,ATP[c] + CoA[c] + nonadecylic acid[c] => AMP[c] + nonadecanoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00280,Nonadecanoyl-CoA hydrolase,H2O[c] + nonadecanoyl-CoA[c] => CoA[c] + H+[c] + nonadecylic acid[c],3.1.2.2,Acot1 or Acot6 or Baat,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00281,,ATP[c] + H2O[c] + nonadecylic acid[c] => ADP[c] + H+[c] + nonadecylic acid[e] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00282,,eicosanoate[e] => eicosanoate[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00283,,ATP[c] + CoA[c] + eicosanoate[c] => AMP[c] + eicosanoyl-CoA[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00284,Eicosanoyl-CoA hydrolase,eicosanoyl-CoA[c] + H2O[c] => CoA[c] + eicosanoate[c] + H+[c],3.1.2.2,Acot1 or Acot6 or Baat,,,,,,Acyl-CoA hydrolysis,,,PMID:10092594;PMID:9153233;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:10578051;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:16103133;PMID:16940157;PMID:16940157,0
MAR00287,,ATP[c] + eicosanoate[c] + H2O[c] => ADP[c] + eicosanoate[e] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00288,,(13Z)-eicosenoic acid[e] => (13Z)-eicosenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00289,,(13Z)-eicosenoic acid[c] + ATP[c] + CoA[c] => (13Z)-eicosenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00290,(13Z)-eicosenoyl-CoA hydrolase,(13Z)-eicosenoyl-CoA[c] + H2O[c] => (13Z)-eicosenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot6 or Baat,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00291,,(13Z)-eicosenoic acid[c] + ATP[c] + H2O[c] => (13Z)-eicosenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00292,,cis-gondoic acid[e] => cis-gondoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00293,,ATP[c] + cis-gondoic acid[c] + CoA[c] => (11Z)-eicosenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00294,(11Z)-eicosenoyl-CoA hydrolase,(11Z)-eicosenoyl-CoA[c] + H2O[c] => cis-gondoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot6 or Baat,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00295,,ATP[c] + cis-gondoic acid[c] + H2O[c] => ADP[c] + cis-gondoic acid[e] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00296,,9-eicosenoic acid[e] => 9-eicosenoic acid[c],,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
MAR00297,,9-eicosenoic acid[c] + ATP[c] + CoA[c] => 9-eicosenoyl-CoA[c] + AMP[c] + PPi[c],6.2.1.3,Acsbg1 or Acsbg2 or Acsl1 or Acsl3 or Acsl4 or Acsl5 or Acsl6 or Slc27a2,,,,,,Fatty acid activation (cytosolic),,,,0
MAR00298,9-eicosenoyl-CoA hydrolase,9-eicosenoyl-CoA[c] + H2O[c] => 9-eicosenoic acid[c] + CoA[c] + H+[c],3.1.2.2,Acot1 or Acot6 or Baat,,,,,,Acyl-CoA hydrolysis,,,,0
MAR00299,,9-eicosenoic acid[c] + ATP[c] + H2O[c] => 9-eicosenoic acid[e] + ADP[c] + H+[c] + Pi[c],,Abca1,,,,,,Transport reactions,,,,0
MAR00300,,"8,11-eicosadienoic acid[e] => 8,11-eicosadienoic acid[c]",,Cd36 or Fabp1 or Fabp12 or Fabp2 or Fabp3 or Fabp4 or Fabp5 or Fabp6 or Fabp7 or Fabp9 or Slc27a1 or Slc27a3 or Slc27a4 or Slc27a6,,,,,,Transport reactions,,,,0
