ID,NAME,EQUATION,EC-NUMBER,GENE ASSOCIATION,LOWER BOUND,UPPER BOUND,OBJECTIVE,COMPARTMENT,MIRIAM,SUBSYSTEM,REPLACEMENT ID,NOTE,REFERENCE,CONFIDENCE SCORE
MAR00048,4-Hydroxybenzoate Formation,4-hydroxybenzoyl-CoA[m] + H2O[m] => 4-hydroxybenzoate[m] + CoA[m] + H+[m],,,,,,,,Ubiquinone synthesis,,,PMID:11583838;PMID:12232327,0
MAR00049,"4-Methylpentanal Transport, Endoplasmatic Reticulum",isocaproic-aldehyde[c] <=> isocaproic-aldehyde[r],,,,,,,,Transport reactions,,,PMID:8428987,0
MAR00050,5-Formyltetrahydrofolate Transport via Anion Antiport,5-formyl-THF[e] + H2O[c] <=> 5-formyl-THF[c] + H2O[e],,Slc19a1,,,,,,Transport reactions,,,PMID:11375437;PMID:14770311,0
MAR00051,"5-Hydroxyindoleacetaldehyde:NAD+ Oxidoreductase, Mitochondrial",5-hydroxyindoleacetaldehyde[m] + H2O[m] + NAD+[m] => 5-hydroxyindoleacetate[m] + 2 H+[m] + NADH[m],1.5.1.12,Aldh1b1 or Aldh2,,,,,,Tryptophan metabolism,,,PMID:11306106,0
MAR00052,5-Hydroxy-L-Tryptophan Secretion via Secretory Vesicle (ATP Driven),5-hydroxy-L-tryptophan[c] + ATP[c] + H2O[c] => 5-hydroxy-L-tryptophan[e] + ADP[c] + H+[c] + Pi[c],1.13.11.52,Slc18a1 or Slc18a2,,,,,,Transport reactions,,,PMID:12827358;PMID:15383652,0
MAR00053,5-Methyltetrahydrofolate Transport via Anion Antiport,5-methyl-THF[e] + H2O[c] <=> 5-methyl-THF[c] + H2O[e],,Slc19a1,,,,,,Transport reactions,,,PMID:11375437;PMID:14770311,0
MAR00054,Cholesterol Precursor Intracellular Transport,provitamin D3[r] <=> provitamin D3[c],,,,,,,,Transport reactions,,,,0
MAR00055,Alpha-Mannosidase,"(alpha-D-mannosyl)2-beta-D-mannosyl-N-acetylglucosamine[c] + 2 H2O[c] => beta-1,4-mannose-N-acetylglucosamine[c] + 2 mannose[c]",3.2.1.24,Man2c1,,,,,,N-glycan metabolism,,,,0
MAR00056,Acetoacetate Intracellular Transport Unknown Mechanism,acetoacetate[c] <=> acetoacetate[x],2.3.1.16,,,,,,,Transport reactions,,,,0
MAR00057,Acetyl Coenzyme A Transport,acetyl-CoA[c] <=> acetyl-CoA[r],,Slc33a1,,,,,,Transport reactions,,,,0
MAR00058,Acetylcholine Secretion via Secretory Vesicle (ATP Driven),acetylcholine[c] + ATP[c] + H2O[c] => acetylcholine[e] + ADP[c] + H+[c] + Pi[c],,Slc18a3,,,,,,Transport reactions,,,PMID:12827358;PMID:15383652,0
MAR00060,O-Acetylcarnintine Transport into Mitochondria via Diffusion,O-acetylcarnitine[c] <=> O-acetylcarnitine[m],3.1.3.2,Slc25a20,,,,,,Transport reactions,,,PMID:14598172;PMID:977593,0
MAR00061,Acetate Mitochondrial Transport via Proton Symport,acetate[c] + H+[c] <=> acetate[m] + H+[m],2.1.1.4,,,,,,,Transport reactions,,,PMID:10198029;PMID:15755952,0
MAR00062,"ADPribose Diphosphatase, Mitochondrial",ADP-ribose[m] + H2O[m] => AMP[m] + 2 H+[m] + ribose-5-phosphate[m],3.6.1.13,Nudt9,,,,,,Nucleotide metabolism,,,PMID:12427752;PMID:12948489;PMID:15347676,0
MAR00063,Fatty Acid Intracellular Transport,"(7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[c] <=> (7Z,10Z,13Z,16Z)-docosatetraenoyl-CoA[x]",,,,,,,,Transport reactions,,,,0
MAR00064,Transport into the Mitochondria (Carnitine),ocosatetraenoylcarnitine[c] <=> ocosatetraenoylcarnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00065,Adrenaline Secretion via Secretory Vesicle (ATP Driven),adrenaline[c] + ATP[c] + H2O[c] => ADP[c] + adrenaline[e] + H+[c] + Pi[c],,Slc18a1 or Slc18a2,,,,,,Transport reactions,,,PMID:12827358;PMID:15383652,0
MAR00066,"L-Alanine Reversible Transport via Proton Symport, Lysosomal",alanine[l] + H+[l] <=> alanine[c] + H+[c],,Slc36a1,,,,,,Transport reactions,,,PMID:11390972;PMID:11959859,0
MAR00067,"Aldehyde Dehydrogenase (Pristanal, NAD)",2(S)-pristanal[c] + H2O[c] + NAD+[c] => 2 H+[c] + NADH[c] + pristanic acid[c],,Aldh3a2,,,,,,Fatty acid oxidation,,,PMID:11591435;PMID:8528251,0
MAR00068,Alkaline Phosphatase,DHAP[c] + H2O[c] => glycerone[c] + Pi[c],3.1.3.1,Akp3 or Alpi or Alpl,,,,,,Glycerophospholipid metabolism,,,PMID:3042787,0
MAR00069,Alpha-Methylacyl Coenzyme A Racemase (Reductase),"25(R)DHCA-CoA[x] + 0.5 O2[x] => 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[x] + H2O[x]",5.1.99.4,Amacr,,,,,,Bile acid biosynthesis,,,,0
MAR00070,Alpha-Methylacyl Coenzyme A Racemase (Reductase),"25(R)DHCA-CoA[r] + 0.5 O2[r] => 3alpha,7alpha-dihydroxy-5beta-cholest-24-enoyl-CoA[r] + H2O[r]",5.1.99.4,Amacr,,,,,,Bile acid biosynthesis,,,,0
MAR00071,Alpha-Methylacyl Coenzyme A Racemase,25(R)THCA-CoA[r] => 25(S)THCA-CoA[r],5.1.99.4,Amacr,,,,,,Bile acid biosynthesis,,,,0
MAR00072,"Alpha-Amylase, Extracellular (Glygn2 -> Glygn4)","glycogenin G4G7[e] + 8 H2O[e] => 8 glucose[e] + Glycogen, Structure 4 (Glycogenin-1,6-{2[1,4-Glc], [1,4-Glc]})[e]",3.2.1.1,(Slc3a1 and Slc7a9) or Amy1 or Slc3a2,,,,,,Starch and sucrose metabolism,,,,0
MAR00073,"Apocarboxylase Formation, Mitochondrial",[apocarboxylase][m] + lysine[m] => apoC-lys[m] + H+[m] + H2O[m],,,,,,,,Biotin metabolism,,,,0
MAR00074,"Proteolysis of ApoC-Lys-Biotin, Mitochondrial",apoC-lys_btn[m] + H2O[m] => [apocarboxylase][m] + biocytin[m],,,,,,,,Biotin metabolism,,,,0
MAR00075,Fatty Acid Intracellular Transport,eicosanoyl-CoA[c] <=> eicosanoyl-CoA[x],,,,,,,,Transport reactions,,,,0
MAR00076,Transport into the Mitochondria (Carnitine),eicosanoylcarnitine[c] <=> eicosanoylcarnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00077,Fatty Acid Intracellular Transport,arachidonyl-CoA[c] <=> arachidonyl-CoA[x],2.3.1.21,,,,,,,Transport reactions,,,,0
MAR00078,Intracellular Transport,arachidonate[c] <=> arachidonate[r],,,,,,,,Transport reactions,,,,0
MAR00079,Arginine Mitochondrial Transport via Ornithine Carrier,arginine[c] + H+[m] <=> arginine[m] + H+[c],4.3.2.1,Slc25a15 or Slc25a2,,,,,,Transport reactions,,,PMID:14598172;PMID:8132483,0
MAR00080,"V-Type ATPase, H+ Transporting, Lysosomal",ATP[c] + H2O[c] => ADP[c] + H+[l] + Pi[c],3.6.3.14,((Atp6v0a4 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a2 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a4 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0a1 and Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e) or (Atp6v0a1 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e and Tcirg1) or (Atp6v0a2 and Atp6v0b and Atp6v0c and Atp6v0d1 and Atp6v0e) or (Atp6v0b and Atp6v0c and Atp6v0d2 and Atp6v0e and Tcirg1)) and ((Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g3 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b1 and Atp6v1c1 and Atp6v1d and Atp6v1e1 and Atp6v1f and Atp6v1g1 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c1 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h) or (Atp6v1a and Atp6v1b2 and Atp6v1c2 and Atp6v1d and Atp6v1e2 and Atp6v1f and Atp6v1g2 and Atp6v1h)),,,,,,Transport reactions,,,PMID:10224039;PMID:12628346,0
MAR00081,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",nLc5Cer[g] + UDP-galactose[g] => H+[g] + nLc6Cer[g] + UDP[g],,B3gnt3,,,,,,Blood group biosynthesis,,,PMID:10072769,0
MAR00082,"UDP-GlcNac:Betagal Beta-1, 3-N-Acetylglucosaminyltransferase 3, Golgi Apparatus",G00077[g] + UDP-galactose[g] => H+[g] + UDP[g] + I-Antigen[g],,B3gnt3,,,,,,Blood group biosynthesis,,,PMID:10072769,0
MAR00083,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,choloyl-CoA[x] + glycine[x] => CoA[x] + glycocholate[x],2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,,0
MAR00084,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,glycine[x] + Chenodeoxyglycocholoyl Coenzyme A[x] => CoA[x] + glycochenodeoxycholate[x],2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,,0
MAR00085,Bile Acid Coenzyme A: Amino Acid N-Acyltransferase,chenodeoxycholoyl-CoA[x] + glycine[x] => CoA[x] + glycochenodeoxycholate[x],2.3.1.65,Baat,,,,,,Bile acid biosynthesis,,,,0
MAR00086,"Biotin-[Acetyl Coenzyme A-Carboxylase] Ligase, Mitochondrial",ATP[m] + biotin[m] + H+[m] => biotinyl-5-AMP[m] + PPi[m],6.3.4.15,Hlcs,,,,,,Biotin metabolism,,,PMID:12459313;PMID:7842009,0
MAR00087,B-Alanine Secretion via Secretory Vesicle (ATP Driven),ATP[c] + beta-alanine[c] + H2O[c] => ADP[c] + beta-alanine[e] + H+[c] + Pi[c],2.3.1.65,Slc32a1,,,,,,Transport reactions,,,PMID:12750892;PMID:15383652,0
MAR00088,"Beta-Aminopropion Aldehyde:NAD+ Oxidoreductase, Mitochondrial",3-amino-propanal[m] + H2O[m] + NAD+[m] => beta-alanine[m] + 2 H+[m] + NADH[m],1.5.1.12,Aldh1b1 or Aldh2 or Aldh4a1,,,,,,Beta-alanine metabolism,,,,0
MAR00089,Glucuronidated Compound Transport,bilirubin-bisglucuronoside[c] <=> bilirubin-bisglucuronoside[r],,,,,,,,Transport reactions,,,,0
MAR00090,Glucuronidated Compound Transport,bilirubin-monoglucuronoside[c] <=> bilirubin-monoglucuronoside[r],,,,,,,,Transport reactions,,,,0
MAR00091,"Biotinidase (Biotin), Mitochondrial",biocytin[m] + H2O[m] => biotin[m] + lysine[m],3.5.1.12,Btd,,,,,,Biotin metabolism,,,PMID:12459313;PMID:15059618,0
MAR00092,"Holocarboxylase Synthestase (Biotin Protein Ligase), Mitochondrial",apoC-lys[m] + biotinyl-5-AMP[m] => AMP[m] + apoC-lys_btn[m] + H+[m],3.5.1.12,Hlcs,,,,,,Biotin metabolism,,,,0
MAR00093,"Biotin Reversible Transport via Proton Symport, Mitochondria",biotin[c] + H+[c] <=> biotin[m] + H+[m],3.5.1.12,Slc16a1,,,,,,Transport reactions,,,PMID:12949353;PMID:15121743;PMID:16011464,0
MAR00094,Biotin Transport via Sodium Symport,ATP[c] + biotin[e] + H2O[c] + Na+[e] => ADP[c] + biotin[c] + H+[c] + Na+[c] + Pi[c],,Slc5a6,,,,,,Transport reactions,,,PMID:10329687;PMID:10334869;PMID:12646417;PMID:15561972;PMID:9516450,0
MAR00095,Biotin Uptake (Antiport),biotin[e] + H+[c] => biotin[c] + H+[e],,Slc19a3,,,,,,Transport reactions,,,PMID:14770311;PMID:15623830,0
MAR00097,"Butyrate Mitochondrial Transport via Proton Symport, Reversible",butyrate[c] + H+[c] <=> butyrate[m] + H+[m],,Slc16a1,,,,,,Transport reactions,,,,0
MAR00098,Beta-Tocopherol (Vit. E) Transport,Beta-Tocopherol[e] => Beta-Tocopherol[c],,,,,,,,Transport reactions,,,,0
MAR00099,Benzoate Transport (Diffusion),benzoate[e] <=> benzoate[c],3.5.1.6,,,,,,,Transport reactions,,,,0
MAR00100,"Benzene Transporter, Endoplasmic Reticulum",benzoate[c] <=> benzoate[r],,,,,,,,Transport reactions,,,,0
MAR00101,C-14 Sterol Reductase,"4,4-dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol[r] + H+[r] + NADPH[r] => 14-demethyllanosterol[r] + NADP+[r]",1.3.1.70,Tm7sf2,,,,,,Cholesterol metabolism,,,PMID:11969204;PMID:16784888;PMID:7946524,0
MAR00102,C160 Transport into the Mitochondria,L-palmitoylcarnitine[c] <=> L-palmitoylcarnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,PMID:14598172,0
MAR00103,Carnitine O-Palmitoyltransferase,(2E)-hexadecenoyl-CoA[c] + L-carnitine[c] <=> CoA[c] + hexadecenoylcarnitine(9)[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Fatty acid oxidation,,,,0
MAR00104,C161 Transport into the Mitochondria,CoA[m] + hexadecenoylcarnitine(9)[m] <=> (2E)-hexadecenoyl-CoA[m] + L-carnitine[m],2.3.1.21,Cpt2,,,,,,Fatty acid oxidation,,,,0
MAR00105,C161 Transport into the Mitochondria,hexadecenoylcarnitine(9)[c] <=> hexadecenoylcarnitine(9)[m],2.3.1.21,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00106,C161 Transport into the Mitochondria,palmitoleoyl-carnitine[c] <=> palmitoleoyl-carnitine[m],2.3.1.21,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00107,C180 Transport into the Mitochondria,stearoylcarnitine[c] <=> stearoylcarnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,PMID:14598172,0
MAR00108,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,L-carnitine[c] + oleoyl-CoA[c] <=> CoA[c] + octadecenoylcarnitine(5)[c],2.3.1.21,Cpt1a or Cpt1b or Cpt1c,,,,,,Fatty acid oxidation,,,PMID:1988962,0
MAR00109,Transport of Octadecenoyl Coenzyme A into Mitochondrial Matrix,CoA[m] + octadecenoylcarnitine(5)[m] <=> L-carnitine[m] + oleoyl-CoA[m],2.3.1.21,Cpt2,,,,,,Fatty acid oxidation,,,PMID:1528846;PMID:1988962,0
MAR00110,C181 Transport into the Mitochondria,octadecenoylcarnitine(5)[c] <=> octadecenoylcarnitine(5)[m],2.3.1.21,Slc25a20,,,,,,Fatty acid oxidation,,,PMID:14598172,0
MAR00111,Arachidonic Acid Transport into the Mitochondria,arachidonyl-carnitine[c] <=> arachidonyl-carnitine[m],,Slc25a20,,,,,,Fatty acid oxidation,,,PMID:14598172,0
MAR00112,C226 Transport into the Mitochondria,docosahexaenoylcarnitine[c] <=> docosahexaenoylcarnitine[m],,,,,,,,Fatty acid oxidation,,,PMID:14598172,0
MAR00113,C-3 Sterol Dehydrogenase (4-Methylzymosterol),"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[r] + NADP+[r] => 3-keto-4-methylzymosterol[r] + CO2[r] + H+[r] + NADPH[r]",,Nsdhl,,,,,,Cholesterol metabolism,,,PMID:10710235;PMID:14506130,0
MAR00114,C-3 Sterol Dehydrogenase (4-Methylzymosterol),"4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[r] + NAD+[r] => 3-keto-4-methylzymosterol[r] + CO2[r] + H+[r] + NADH[r]",,Nsdhl,,,,,,Cholesterol metabolism,,,PMID:12829805,0
MAR00115,C-3 Sterol Keto Reductase (Zymosterol),H+[r] + NADPH[r] + Zymosterol Intermediate 2[r] => NADP+[r] + zymosterol[r],4.2.1.17,Hsd17b4,,,,,,Cholesterol metabolism,,,PMID:12829805,0
MAR00116,"C-4 Sterol Methyl Oxidase (4, 4-Dimethylzymosterol)","14-demethyllanosterol[r] + 3 H+[r] + 3 NADPH[r] + 3 O2[r] => 4alpha-carboxy-4beta-methyl-5alpha-cholesta-8,24-dien-3beta-ol[r] + 4 H2O[r] + 3 NADP+[r]",4.2.1.17,Msmo1,,,,,,Cholesterol metabolism,,,,0
MAR00117,C-4 Methyl Sterol Oxidase,3-keto-4-methylzymosterol[r] + NADP+[r] + O2[r] => CO2[r] + H+[r] + NADPH[r] + Zymosterol Intermediate 2[r],,Nsdhl,,,,,,Cholesterol metabolism,,,,0
MAR00118,C-4 Methyl Sterol Oxidase,3-keto-4-methylzymosterol[r] + NAD+[r] + O2[r] => CO2[r] + H+[r] + NADH[r] + Zymosterol Intermediate 2[r],,Msmo1 or Nsdhl,,,,,,Cholesterol metabolism,,,,0
MAR00119,Ca ATPase,ATP[c] + Ca2+[c] + H2O[c] => ADP[c] + Ca2+[e] + H+[e] + Pi[c],3.6.3.6,Atp2b1 or Atp2b2 or Atp2b3 or Atp2b4,,,,,,Transport reactions,,,PMID:7876199;PMID:8396145,0
MAR00120,Intracellular Transport,CDP-diacylglycerol-LD-PI pool[c] <=> CDP-diacylglycerol-LD-PI pool[m],1.1.1.197,,,,,,,Transport reactions,,,,0
MAR00121,Phosphatidate Cytidylyltransferase,CTP[c] + H+[c] + phosphatidate-LD-PI pool[c] => CDP-diacylglycerol-LD-PI pool[c] + PPi[c],2.7.7.41,Cds1 or Cds2,,,,,,Glycerophospholipid metabolism,,,PMID:1330695;PMID:9370329,0
MAR00122,Phosphatidate Cytidylyltransferase,CTP[m] + H+[m] + phosphatidate-LD-PI pool[m] => CDP-diacylglycerol-LD-PI pool[m] + PPi[m],2.7.7.41,Cds1 or Cds2,,,,,,Glycerophospholipid metabolism,,,,0
MAR00123,Cholesterol Intracellular Transport,cholesterol[r] <=> cholesterol[m],,,,,,,,Transport reactions,,,PMID:12370263;PMID:12770731,0
MAR00124,Citrulline Mitochondrial Transport via Proton Antiport,citrulline[m] <=> citrulline[c],3.2.1.14,Slc25a15 or Slc25a2,,,,,,Transport reactions,,,PMID:14598172,0
MAR00125,"Citrate Transport, Mitochondrial",citrate[c] + malate[m] <=> citrate[m] + malate[c],4.2.1.56,Slc25a1,,,,,,Transport reactions,,,PMID:14598172,0
MAR00126,Chloride Transport via Hydroxide Antiport (2:1),2 chloride[e] + H2O[c] => 2 chloride[c] + H2O[e],2.7.3.2,Slc26a6,,,,,,Transport reactions,,,PMID:12759755,0
MAR00127,Fatty Acid Intracellular Transport,"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[c] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoyl-CoA[x]",,,,,,,,Transport reactions,,,,0
MAR00128,Transport into the Mitochondria (Carnitine),"(7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[c] <=> (7Z,10Z,13Z,16Z,19Z)-docosapentaenoylcarnitine[m]",,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00129,Cardiolipin Synthase (Homo Sapiens),CDP-diacylglycerol-CL pool[c] + PG-CL pool[c] => CL pool[c] + CMP[c] + H+[c],2.3.1.21,Crls1,,,,,,Glycerophospholipid metabolism,,,PMID:10799718,0
MAR00130,CO2 Nuclear Transport via Diffusion,CO2[n] <=> CO2[c],,,,,,,,Transport reactions,,,,0
MAR00131,Methyltransferase Coq3,"SAM[m] + 2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone[m] => H+[m] + SAH[m] + ubiquinone[m]",,Coq3,,,,,,Ubiquinone synthesis,,,PMID:10777520;PMID:11051212;PMID:1965190;PMID:7380842,0
MAR00132,Ubiquinone Biosynthesis Methyltransferase Coq5,"SAM[m] + 2-Decaprenyl-6-Methoxy-1,4-Benzoquinone[m] => H+[m] + SAH[m] + 2-Decaprenyl-6-Methoxy-3-Methyl-1,4-Benzoquinone[m]",,,,,,,,Ubiquinone synthesis,,,PMID:10777520;PMID:1965190;PMID:7380842,0
MAR00133,Ubiquinone Biosynthesis Monooxgenase Coq6,"2-methoxy-6-(all-trans-decaprenyl)phenol[m] + O2[m] => H2O[m] + 2-Decaprenyl-6-Methoxy-1,4-Benzoquinone[m]",,Coq6,,,,,,Ubiquinone synthesis,,,PMID:11051212;PMID:1965190;PMID:7380842,0
MAR00134,Ubiquinone Biosynthesis Coq7,"H+[m] + NADPH[m] + O2[m] + 2-Decaprenyl-6-Methoxy-3-Methyl-1,4-Benzoquinone[m] => H2O[m] + NADP+[m] + 2-Decaprenyl-5-Hydroxy-6-Methoxy-3-Methyl-1,4-Benzoquinone[m]",3.1.1.1,Coq7,,,,,,Ubiquinone synthesis,,,PMID:11051212;PMID:1965190;PMID:7380842,0
MAR00135,P-Coumaroyl Coenzyme A Formation,4-coumarate[m] + ATP[m] + CoA[m] => 4-coumaroyl-CoA[m] + AMP[m] + PPi[m],6.2.1.12,,,,,,,Ubiquinone synthesis,,,PMID:11583838;PMID:12232327,0
MAR00136,Crmp Hs Transport,ceramide-1P pool[c] <=> ceramide-1P pool[e],2.7.7.15,,,,,,,Transport reactions,,,PMID:15585321,0
MAR00137,L-Carnitine Outward Transport (H+ Antiport),H+[e] + L-carnitine[c] => H+[c] + L-carnitine[e],,Slc22a4,,,,,,Transport reactions,,,PMID:12883891,0
MAR00138,Carnitine Transport Peroxisome to Mitochondria,"4,8-dimethylnonanoylcarnitine[x] <=> 4,8-dimethylnonanoylcarnitine[m]",,,,,,,,Transport reactions,,,PMID:12814641;PMID:15464416,0
MAR00139,"Carnitine Dimethyl Nonanoyl Transferase, Revsible, Peroxisomal","L-carnitine[x] + 4,8-Dimethylnonanoyl Coenzyme A[x] <=> 4,8-dimethylnonanoylcarnitine[x] + CoA[x]",2.3.1.7,Crat or Crot,,,,,,Fatty acid oxidation,,,PMID:15464416;PMID:7829107,0
MAR00140,"Transport of Diacylglycerol, Endoplasmatic Reticulum","1,2-diacylglycerol-LD-TAG pool[r] => 1,2-diacylglycerol-LD-TAG pool[c]",3.5.4.4,,,,,,,Transport reactions,,,,0
MAR00141,Diacylglycerol Phosphate Kinase (Homo Sapiens),"1,2-diacylglycerol-LD-TAG pool[n] + ATP[n] <=> ADP[n] + H+[n] + phosphatidate-LD-TAG pool[n]",2.7.1.107,Dgki or Dgkz,,,,,,Glycerophospholipid metabolism,,,,0
MAR00142,Diacylglycerol Transport,"1,2-diacylglycerol-LD-TAG pool[e] <=> 1,2-diacylglycerol-LD-TAG pool[c]",2.7.1.107,,,,,,,Transport reactions,,,,0
MAR00143,Transport into the Mitochondria (Carnitine),"(4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[c] <=> (4Z,7Z,10Z,13Z,16Z)-docosapentaenoylcarnitine[m]",3.5.4.12,Slc25a20,,,,,,Fatty acid oxidation,,,,0
MAR00144,Palmitoyl Coenzyme A Desaturase (N-C16:0CoA -> N-C16:1CoA),H+[c] + NADH[c] + O2[c] + palmitoyl-CoA[c] => 2 H2O[c] + NAD+[c] + palmitoleoyl-CoA[c],1.14.19.1,Scd1 or Scd2 or Scd3,,,,,,Fatty acid biosynthesis,,,PMID:14967823,0
MAR00145,Fatty Acyl Coenzyme A Desaturase (N-C18:2CoA -> N-C18:3CoA),"H+[c] + linolenoyl-CoA[c] + NADH[c] + O2[c] => (6Z,9Z,12Z,15Z)-octadecatetraenoyl-CoA[c] + 2 H2O[c] + NAD+[c]",1.14.19.1,Fads2,,,,,,Fatty acid biosynthesis,,,,0
MAR00146,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),H+[c] + NADH[c] + O2[c] + stearoyl-CoA[c] => 2 H2O[c] + NAD+[c] + oleoyl-CoA[c],1.14.19.1,Scd1 or Scd2 or Scd3,,,,,,Fatty acid biosynthesis,,,PMID:14967823,0
MAR00147,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),H+[c] + NADH[c] + O2[c] + stearoyl-CoA[c] => 2 H2O[c] + NAD+[c] + 11-Octadecenoyl Coenzyme A[c],1.14.19.1,Scd1 or Scd2 or Scd3,,,,,,Fatty acid biosynthesis,,,PMID:14967823,0
MAR00148,Stearoyl Coenzyme A Desaturase (N-C18:0CoA -> N-C18:1CoA),H+[c] + NADH[c] + O2[c] + stearoyl-CoA[c] => (2E)-octadecenoyl-CoA[c] + 2 H2O[c] + NAD+[c],1.14.19.1,Scd1 or Scd2 or Scd3,,,,,,Fatty acid biosynthesis,,,PMID:14967823,0
